SAMPLES,c1_16540,c1_16542,c1_3098,c1_3497,c1_3499,c1_4347,c1_5112,c1_7871,c1_7872,c1_7874,c1_8069,c2_10681,c2_1296,c2_12976,c2_14980,c2_22024,c2_23776,c2_32257,c2_4030,c2_47199,c2_47202,c2_48818,c2_53914,c2_686,c2_7401
15061649,2,4,3,3,2,3,1,1,1,1,2,4,0,2,3,3,3,4,2,1,3,0,3,2,2
15061650,1,3,3,2,1,1,1,3,3,0,4,2,1,0,1,4,2,4,2,0,4,0,4,2,0
15061651,3,3,4,2,0,1,3,4,4,0,3,4,1,2,0,2,4,4,1,0,4,0,1,4,0
15061653,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15061654,2,3,NA,3,2,1,2,3,3,0,3,3,0,2,1,3,1,4,2,0,4,1,3,3,0
15061658,2,3,NA,3,2,2,2,3,3,0,3,3,0,2,1,3,1,4,2,0,4,1,3,3,NA
15061659,2,2,3,1,0,4,1,2,2,1,3,4,0,2,3,2,1,3,2,1,3,0,2,1,0
15061665,2,4,4,3,1,3,3,3,4,0,2,4,0,4,0,2,2,3,3,0,4,2,2,3,1
15061666,3,3,4,2,0,3,2,4,4,0,2,2,1,3,2,0,4,4,2,0,4,0,1,2,0
15061667,1,4,3,1,1,3,2,3,3,1,4,3,1,2,2,1,4,4,2,1,3,0,2,3,1
15061668,2,4,4,3,1,3,3,3,4,0,2,4,0,4,0,2,2,3,3,0,4,2,2,3,1
15061669,2,3,3,3,1,4,3,3,3,1,4,3,0,2,2,2,4,4,1,3,2,1,1,2,0
15061670,1,4,4,1,0,4,2,3,3,0,2,4,0,3,2,1,2,3,3,0,4,1,4,1,0
15061671,1,4,3,3,1,3,2,2,3,1,4,3,0,3,2,1,3,4,1,1,3,0,3,0,1
15061673,2,NA,3,2,1,3,2,3,3,0,1,4,0,2,1,2,3,4,2,0,4,1,2,3,0
15061677,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061678,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061679,1,4,3,1,1,3,4,2,3,1,4,3,0,1,2,1,4,4,3,1,3,0,2,2,1
15061680,1,4,4,1,0,4,2,3,3,0,2,4,0,3,2,1,2,3,3,0,4,1,4,1,0
15061682,1,4,4,2,1,3,1,3,3,1,4,3,0,2,2,1,3,4,2,2,3,0,2,3,1
15061683,2,4,3,3,1,2,2,3,3,1,4,3,0,3,2,2,3,4,1,1,3,0,2,2,1
15061684,0,4,3,2,2,4,1,1,1,1,4,4,0,0,3,3,3,2,3,1,3,1,2,3,2
15061686,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061687,2,4,4,2,0,3,2,4,4,0,4,4,0,2,0,0,3,4,1,1,4,0,2,2,0
15061688,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061690,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061702,3,4,4,3,1,3,1,3,3,1,4,3,0,2,2,1,3,4,2,1,3,0,2,3,1
15061706,2,4,3,2,1,3,4,4,4,0,4,3,0,1,2,1,2,3,3,0,4,1,3,2,0
15061707,1,4,2,2,0,3,1,2,3,1,3,4,0,2,2,2,4,3,1,1,3,0,4,2,2
15061709,2,3,3,3,1,4,3,3,3,1,4,3,0,2,2,2,4,4,1,3,2,1,1,2,0
15061712,1,4,4,2,0,2,1,2,2,0,4,4,1,3,2,2,4,3,3,0,4,0,1,4,2
15061714,2,3,4,3,1,2,1,3,3,1,4,4,0,1,0,1,3,4,3,1,3,0,2,2,0
15061717,2,4,4,3,1,3,2,3,3,1,4,3,0,2,2,2,3,4,2,1,3,1,3,2,1
15061719,2,4,4,3,2,3,2,3,3,0,4,2,0,2,1,1,3,3,2,0,4,1,3,2,1
15061720,2,3,4,3,1,1,1,3,3,1,4,4,0,0,0,1,3,4,3,1,3,0,2,2,0
15061722,1,4,4,2,0,1,1,3,3,NA,2,4,0,3,1,2,4,4,1,0,3,1,2,1,1
15061723,1,4,4,1,0,2,2,3,3,1,2,4,0,2,1,3,4,4,1,0,3,1,2,1,0
15061724,2,NA,4,2,0,1,2,3,3,1,2,4,0,1,2,2,3,3,1,1,3,0,2,2,1
15061725,2,3,4,3,1,2,1,3,3,1,4,4,0,1,0,1,3,4,3,1,3,0,2,2,0
15061726,2,3,2,3,2,3,0,2,2,1,2,3,0,2,3,1,2,3,2,1,3,1,3,0,1
15061729,2,3,4,2,0,1,2,3,3,1,3,4,0,1,3,2,3,3,1,1,3,0,3,3,1
15061733,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061734,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061735,2,3,4,3,1,2,1,3,3,1,4,4,0,1,0,2,3,4,3,1,3,0,2,2,0
15061736,2,3,4,2,0,1,2,3,3,1,3,4,0,1,3,2,3,3,1,1,3,0,3,3,1
15061737,2,3,4,2,0,1,2,3,3,1,3,4,0,1,3,2,3,3,1,1,3,0,3,3,1
15061738,1,4,4,2,1,3,3,4,4,0,4,2,0,2,0,1,4,3,1,0,4,0,3,2,0
15061740,1,3,4,3,1,3,3,3,3,1,3,4,1,3,2,2,3,4,2,3,3,0,2,2,0
15061744,2,2,3,2,0,3,1,1,2,1,2,3,1,2,3,3,2,4,2,3,2,0,4,2,1
15061747,2,4,4,3,2,3,2,3,3,0,4,2,0,2,1,1,3,3,2,0,4,1,3,2,1
15061751,2,2,3,1,0,4,1,2,2,1,3,4,0,2,3,2,1,3,2,1,3,0,2,1,0
15061752,1,3,4,3,1,3,3,3,3,1,3,4,1,3,2,2,3,4,2,3,3,0,2,2,0
15061753,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061754,1,4,3,2,0,2,2,2,3,1,3,2,2,3,2,2,2,3,3,2,3,1,3,2,1
15061755,1,4,3,2,0,2,2,3,4,0,3,4,0,2,0,1,4,4,2,0,4,1,3,2,0
15061756,1,4,3,2,0,1,1,3,4,0,3,4,0,2,0,1,4,4,2,0,4,1,3,2,0
15061757,1,4,3,1,1,3,4,2,3,1,4,3,0,1,2,1,4,4,3,1,3,0,2,2,1
15061758,1,4,4,3,1,2,2,4,4,0,2,4,1,2,0,2,4,4,1,1,4,0,NA,3,0
15061760,2,3,4,2,0,1,2,3,3,1,3,4,0,1,3,2,3,3,1,1,3,0,3,3,1
15061761,2,4,4,3,2,3,2,3,3,0,4,2,0,2,1,1,3,3,2,0,4,1,3,2,1
15061762,1,3,4,4,1,1,1,4,4,0,4,4,0,2,0,3,4,4,2,1,4,0,2,3,0
15061764,1,3,4,2,2,2,1,1,2,2,4,4,0,2,NA,1,4,4,2,2,2,1,2,2,1
15061766,1,4,4,2,1,2,1,3,3,1,4,3,0,1,2,1,2,4,2,1,3,0,2,4,0
15061769,1,3,4,0,0,4,1,4,4,0,3,4,0,3,0,0,4,4,1,0,4,1,2,3,1
15061771,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061772,1,4,3,2,1,3,2,3,3,1,4,3,0,2,2,2,4,4,1,1,3,0,2,1,1
15061773,1,4,4,2,0,1,3,4,4,0,3,4,0,1,0,2,3,4,2,0,4,1,2,2,0
15061776,0,4,4,0,0,3,3,2,3,0,4,4,1,3,1,1,2,3,1,1,4,2,2,2,0
15061777,1,4,3,1,1,3,4,2,3,1,4,3,0,1,2,1,4,4,3,1,3,0,2,2,1
15061784,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061785,0,4,4,2,0,4,2,4,4,0,4,4,0,2,0,2,4,4,2,3,4,1,1,4,0
15061788,0,4,4,2,1,2,2,4,4,0,4,4,0,3,0,2,4,4,4,0,4,1,2,3,1
15061789,0,4,4,0,0,3,3,2,3,0,4,4,1,3,1,1,2,3,1,1,4,2,2,2,0
15061790,1,4,3,1,1,3,4,2,3,1,4,3,0,1,2,1,4,4,3,1,3,0,2,2,1
15061795,1,3,3,4,2,3,3,3,3,1,4,3,0,1,2,1,4,4,3,1,3,0,3,1,1
15061797,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061798,2,4,4,3,0,1,0,4,4,0,4,4,0,4,0,1,3,4,1,0,4,0,3,2,2
15061799,1,4,3,1,1,3,4,2,3,1,4,3,0,1,2,1,4,4,3,1,3,0,2,2,1
15061800,1,3,4,2,0,1,2,2,2,1,1,3,0,2,2,1,4,3,1,2,3,1,2,0,1
15061811,1,4,4,2,1,3,1,3,3,1,4,3,0,2,2,1,3,4,2,2,3,0,2,3,1
15061813,0,4,4,0,0,3,3,2,3,0,4,4,1,3,1,1,2,3,1,1,4,2,2,2,0
15061814,1,4,4,1,0,4,2,3,3,0,2,4,0,3,2,1,2,3,3,0,4,1,4,1,0
15061815,2,3,NA,3,2,2,2,3,3,0,3,3,0,2,1,3,1,4,2,0,4,1,3,3,0
15061826,1,4,4,3,0,1,0,4,4,0,4,4,0,4,0,1,3,4,1,0,4,0,3,2,2
15061905,2,3,3,2,0,3,3,3,4,0,4,4,0,2,2,0,3,3,2,1,4,0,3,2,0
15061906,1,4,4,2,1,3,2,4,4,0,3,3,1,2,0,3,3,3,2,1,4,1,2,2,1
15061907,1,4,3,2,1,3,2,4,4,0,4,4,3,1,0,3,1,3,3,0,4,0,3,0,1
15061908,1,4,3,2,1,1,2,2,3,1,3,3,0,2,1,1,4,4,1,1,2,0,2,3,1
15061909,0,4,4,3,1,2,2,2,2,2,3,3,0,2,2,3,4,4,2,1,3,1,1,2,1
15061910,2,3,NA,3,2,2,2,3,3,0,3,3,0,2,1,3,1,4,2,0,4,1,3,3,0
15061911,1,4,3,2,0,4,1,2,4,0,4,3,2,2,0,1,4,3,1,1,4,1,3,3,0
15061915,1,4,3,2,0,4,2,2,4,0,4,3,2,2,0,1,4,3,1,1,4,1,3,3,0
15061917,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15061918,2,2,3,1,0,4,1,2,2,1,3,4,0,2,3,2,1,3,2,1,3,0,2,1,0
15061926,2,3,NA,3,2,1,2,3,3,0,3,3,0,2,1,3,1,4,2,0,4,1,3,3,0
15061927,2,3,4,2,1,2,2,3,3,1,3,4,1,3,0,3,3,4,1,1,4,1,1,1,1
15061929,2,4,3,3,1,3,3,3,3,1,2,4,0,1,1,1,3,3,2,1,3,1,3,3,1
15061930,2,2,3,1,0,4,1,2,2,1,3,4,0,2,2,2,1,3,2,1,3,0,2,1,0
15061933,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061934,2,3,4,2,0,1,2,3,3,1,3,4,0,1,3,2,3,3,1,1,3,0,3,3,1
15061937,2,4,4,3,1,3,3,4,4,0,4,3,0,3,0,1,3,4,2,0,4,1,2,3,0
15061939,1,4,4,2,1,4,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061941,2,3,3,3,1,4,3,3,3,1,4,3,0,2,2,2,4,4,1,3,2,1,1,2,0
15061944,1,4,4,1,0,4,3,3,4,0,4,4,0,1,0,1,4,4,1,0,4,2,4,4,0
15061945,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15061948,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061949,2,4,4,2,1,3,3,3,3,1,4,3,0,1,2,2,3,4,0,1,3,1,2,2,1
15061951,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15061952,2,3,4,2,0,1,2,3,3,1,3,4,0,1,3,2,3,3,1,1,3,0,3,3,1
15061953,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15061954,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15061957,0,4,4,2,0,4,2,1,2,1,3,4,0,4,2,2,4,4,2,2,2,0,2,2,0
15061958,0,4,4,1,0,3,3,3,4,0,3,4,0,0,0,1,4,4,4,0,4,0,2,3,1
15061960,1,4,4,2,1,3,2,4,4,0,3,3,1,2,0,3,3,3,2,1,4,1,2,2,1
15061961,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15061964,2,4,4,3,2,3,2,3,3,0,4,2,0,2,1,1,3,3,2,0,4,1,3,2,1
15061965,1,4,4,2,1,3,2,3,3,0,4,2,0,1,1,1,4,3,2,1,4,2,2,3,NA
15061966,3,2,4,2,0,1,1,4,4,0,3,4,1,2,2,2,4,3,2,1,4,0,2,3,0
15061967,3,3,3,4,3,2,1,3,4,0,3,3,0,3,2,0,3,4,1,0,4,0,1,2,0
15061968,1,4,3,1,1,3,4,2,3,1,4,3,0,1,2,1,4,4,3,1,3,0,2,2,1
15061969,1,3,2,1,1,4,1,3,4,0,2,3,0,3,1,2,1,4,3,1,4,0,3,2,0
15062036,2,3,4,2,1,3,2,3,3,1,1,3,0,2,2,1,3,4,2,1,3,0,2,3,0
15062038,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15062039,2,3,3,2,0,3,3,3,4,0,4,4,0,2,2,0,3,3,2,1,4,0,3,2,0
15062050,0,4,3,2,1,2,1,2,3,1,4,4,2,1,0,1,4,4,2,1,3,0,NA,2,0
15062051,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15062052,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15062053,2,3,3,2,0,3,3,3,4,0,4,NA,1,2,1,0,3,3,2,1,4,0,3,2,0
15062063,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15062067,1,3,2,1,1,4,1,3,4,0,2,3,0,3,1,2,1,4,3,1,4,0,3,2,0
15062069,0,4,4,2,1,2,2,4,4,0,4,4,0,3,0,2,4,4,4,0,4,1,2,3,1
15062071,2,4,4,3,2,3,2,3,3,0,4,2,0,2,1,1,3,3,2,0,4,1,3,2,1
15062080,1,4,4,1,0,2,1,2,4,NA,3,NA,1,3,2,1,4,3,2,1,4,0,3,3,1
15062081,1,4,4,2,0,3,0,4,4,0,4,4,0,2,0,1,3,4,4,1,3,0,2,2,1
15062092,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15062094,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15062097,1,4,4,2,1,3,1,3,3,1,4,3,0,2,2,1,3,4,2,2,3,0,2,3,1
15062100,3,2,2,0,0,3,1,3,3,0,2,4,0,2,1,2,2,3,2,0,4,1,3,3,0
15062101,1,4,3,1,1,3,2,3,3,1,4,3,1,2,2,1,4,4,2,1,3,0,2,3,1
15062102,4,3,4,2,1,3,2,3,3,1,2,3,1,1,0,2,3,4,2,1,4,0,3,2,1
15062103,0,4,4,3,1,4,4,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,3,0
15062105,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15062106,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15062107,3,3,4,2,0,1,3,4,4,0,3,4,1,2,0,2,4,4,1,0,4,0,1,4,0
15062108,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15062109,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15062112,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15062115,2,3,4,3,2,3,1,3,4,0,3,2,0,0,0,3,4,4,1,1,3,0,3,4,0
15062117,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15062118,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15062119,0,4,3,3,0,2,2,3,3,1,4,4,0,2,2,2,4,4,3,1,3,2,2,1,2
15062122,3,3,4,2,0,3,2,4,4,0,2,2,1,3,2,0,4,4,2,0,4,0,1,2,0
15062124,1,3,4,2,2,2,1,1,2,2,4,4,0,2,NA,1,4,4,2,2,2,1,2,2,1
15062126,1,NA,4,2,0,3,3,4,4,NA,4,4,0,2,1,1,4,4,1,0,4,2,2,2,1
15062133,1,3,4,4,1,1,2,4,4,0,4,4,0,2,0,3,4,4,2,1,4,0,2,3,0
15062136,2,3,3,1,0,3,3,2,2,2,4,4,0,2,1,2,3,3,3,0,3,1,2,1,0
15062139,2,3,4,3,1,2,1,3,3,1,4,4,0,1,0,2,3,4,3,1,3,0,2,2,0
15062143,1,4,3,1,1,3,2,3,3,1,4,3,1,2,2,1,4,4,2,1,3,0,2,3,1
15062144,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15062145,1,4,2,2,0,3,1,2,3,1,3,4,0,2,2,2,4,3,1,1,3,0,4,2,2
15062146,1,3,3,4,2,3,3,3,3,1,4,3,0,1,2,1,4,4,3,1,3,0,3,1,1
15062147,2,3,4,3,1,2,1,3,3,1,4,4,0,1,0,2,3,4,3,1,3,0,2,2,0
15062149,2,3,4,3,1,1,1,3,3,1,4,4,0,1,0,1,3,4,3,1,3,0,2,2,0
15062150,1,4,4,4,2,4,0,4,4,0,1,4,2,4,0,1,3,4,3,0,4,1,2,1,1
15062151,2,3,4,4,1,0,1,3,3,1,4,3,0,2,2,2,4,4,3,2,3,0,2,3,1
15062152,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15062153,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15062332,2,2,3,1,0,4,1,2,2,1,3,4,0,2,2,2,1,3,2,1,3,0,2,1,0
15062333,1,4,3,3,2,3,3,4,4,0,3,2,0,0,0,3,4,4,2,0,4,0,2,3,1
15062334,2,2,3,1,0,4,1,2,2,1,3,4,0,2,3,2,1,3,2,1,3,0,2,1,0
15062335,0,4,4,1,1,3,2,2,2,2,3,4,0,3,0,0,2,4,1,2,2,1,3,0,0
15062337,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15062338,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15062339,1,3,4,4,2,0,1,3,3,1,3,4,0,2,1,1,3,1,2,1,2,0,3,3,0
15062344,0,4,4,2,0,1,3,3,3,1,3,4,1,4,1,2,4,3,0,2,1,1,2,3,0
15062346,0,4,4,3,1,2,1,2,2,2,4,3,0,0,3,0,3,4,2,2,2,0,2,3,1
15062347,1,4,3,2,1,3,2,3,3,1,4,3,0,2,2,2,4,4,1,1,3,0,2,1,1
15062349,0,4,3,3,0,2,2,3,3,1,4,4,0,2,2,2,4,4,3,1,3,1,2,1,2
15062350,2,4,4,2,1,3,3,3,3,1,4,3,0,1,2,2,3,4,0,1,3,1,2,2,1
15062351,1,NA,4,4,1,1,2,4,4,0,4,4,0,2,0,3,4,4,2,1,4,0,2,3,0
15062353,2,3,3,3,1,4,3,3,3,1,4,3,0,2,2,2,4,4,1,3,2,1,1,2,0
15062354,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15062356,1,3,3,4,2,3,3,3,3,1,4,3,0,1,2,1,4,4,3,1,3,0,3,1,1
15062357,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,2,3,0
15062358,1,4,4,2,1,3,3,4,4,0,4,3,0,3,0,1,4,3,1,0,4,0,3,2,0
15062359,2,4,4,3,1,3,3,3,4,0,2,4,0,4,0,2,2,3,3,0,4,2,2,3,1
15062360,1,3,2,1,1,4,1,3,4,0,2,3,0,3,1,2,1,4,3,1,4,0,3,2,0
15062361,1,4,3,2,1,1,2,2,3,1,3,3,0,2,2,1,4,4,1,1,3,0,2,3,1
15062363,2,3,3,2,0,3,3,3,4,0,4,4,0,2,2,0,3,3,2,1,4,0,3,2,0
15062366,1,4,4,2,0,1,0,4,4,0,4,4,0,4,0,1,3,4,1,0,4,0,3,1,2
15062367,2,3,4,3,2,3,1,3,4,0,3,2,0,0,0,3,4,4,1,1,3,0,3,4,0
15062368,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15062369,2,3,4,3,1,2,1,3,3,1,4,4,0,1,0,2,3,4,3,1,3,0,2,2,0
15062371,2,2,3,1,0,4,1,2,2,1,3,4,0,2,3,2,1,3,2,1,3,0,2,1,0
