"","BASE","GSCORE","TRAIT","LGSCORE","TOOL","MODEL","GC","SNP","CHR","POS","P","SCORE","THRESHOLD","SIGNIFICANCE","ScoresRepl","ScoresSign","ScoreGC"
"163","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_38556",4,63682892,0.441170445180173,0.355394,4.294025,FALSE,77,0,0.605
"164","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_14839",5,5638954,0.441536680521393,0.355033,4.294025,FALSE,77,0,0.605
"165","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_32790",10,5988843,0.443045340166822,0.353552,4.294025,FALSE,77,0,0.605
"166","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_23832",5,783100,0.443165706134734,0.353434,4.294025,FALSE,77,0,0.605
"167","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7621",5,489095,0.443987272059436,0.352629,4.294025,FALSE,77,0,0.605
"168","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7680",6,54682311,0.446539035796071,0.350141,4.294025,FALSE,77,0,0.605
"169","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_13671",1,66548104,0.452714147360889,0.344176,4.294025,FALSE,77,0,0.605
"170","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_43748",4,61552296,0.457515378362868,0.339594,4.294025,FALSE,77,0,0.605
"171","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_35592",6,30107444,0.467188670051407,0.330508,4.294025,FALSE,77,0,0.605
"172","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_21682",2,24387770,0.478841708944572,0.319808,4.294025,FALSE,77,0,0.605
"173","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_13236",2,30080660,0.479004752150689,0.31966,4.294025,FALSE,77,0,0.605
"174","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_7549",2,39073865,0.487483971717208,0.31204,4.294025,FALSE,77,0,0.605
"175","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_10798",4,68309247,0.487627357991021,0.311912,4.294025,FALSE,77,0,0.605
"176","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_7958",12,3837083,0.488172510288285,0.311427,4.294025,FALSE,77,0,0.605
"177","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_54335",4,56277376,0.488302727321044,0.311311,4.294025,FALSE,77,0,0.605
"178","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_4030",9,3433410,0.490542676970509,0.309323,4.294025,FALSE,77,0,0.605
"179","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_5295",1,75994884,0.496912288037983,0.30372,4.294025,FALSE,77,0,0.605
"180","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_46195",1,65753846,0.503705460299771,0.297823,4.294025,FALSE,77,0,0.605
"181","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_40745",12,47362541,0.506029795771876,0.295824,4.294025,FALSE,77,0,0.605
"182","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_36714",6,5921332,0.506665005459551,0.295279,4.294025,FALSE,77,0,0.605
"183","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_54060",6,48580498,0.50696784209408,0.29502,4.294025,FALSE,77,0,0.605
"184","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_45886",9,53718180,0.507384280662382,0.294663,4.294025,FALSE,77,0,0.605
"185","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_449",9,18550286,0.51437184907564,0.288723,4.294025,FALSE,77,0,0.605
"186","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_40831",10,46445283,0.522236875993343,0.282132,4.294025,FALSE,77,0,0.605
"187","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_9695",2,21640872,0.526207753523448,0.278843,4.294025,FALSE,77,0,0.605
"188","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_10461",7,50712754,0.527912449204236,0.277438,4.294025,FALSE,77,0,0.605
"189","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_12786",9,52719060,0.53033727998331,0.275448,4.294025,FALSE,77,0,0.605
"190","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_17900",2,34459045,0.530458767190447,0.275348,4.294025,FALSE,77,0,0.605
"191","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_17899",2,34459132,0.530458767190447,0.275348,4.294025,FALSE,77,0,0.605
"192","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_13349",4,67527515,0.532432401639064,0.273736,4.294025,FALSE,77,0,0.605
"193","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_28665",10,60022055,0.532663478864956,0.273547,4.294025,FALSE,77,0,0.605
"194","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_1514",9,29700506,0.535249693223951,0.271444,4.294025,FALSE,77,0,0.605
"195","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_6185",11,4232240,0.541497934624728,0.266403,4.294025,FALSE,77,0,0.605
"196","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7678",6,54726821,0.541542267687972,0.266368,4.294025,FALSE,77,0,0.605
"197","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_46113",7,692528,0.545482989633722,0.263219,4.294025,FALSE,77,0,0.605
"198","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7040",6,53910471,0.545997731608265,0.262809,4.294025,FALSE,77,0,0.605
"199","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_27003",9,59671840,0.547198299418713,0.261855,4.294025,FALSE,77,0,0.605
"200","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_6748",4,62391020,0.55440932409404,0.256169,4.294025,FALSE,77,0,0.605
"201","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_31156",6,49274562,0.556009997049649,0.254917,4.294025,FALSE,77,0,0.605
"202","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_12179",9,60328637,0.556017519555499,0.254912,4.294025,FALSE,77,0,0.605
"203","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_35053",7,50789995,0.558609150144967,0.252892,4.294025,FALSE,77,0,0.605
"204","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_17060",8,57530334,0.560218360362094,0.251643,4.294025,FALSE,77,0,0.605
"205","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_3868",1,72337941,0.562647024695489,0.249764,4.294025,FALSE,77,0,0.605
"206","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_3894",1,72533658,0.563522125745908,0.249089,4.294025,FALSE,77,0,0.605
"207","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_15684",5,1135681,0.564175341431929,0.248586,4.294025,FALSE,77,0,0.605
"208","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_18945",8,45930362,0.579867850749857,0.236671,4.294025,FALSE,77,0,0.605
"209","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_27414",12,49216209,0.580506865655717,0.236193,4.294025,FALSE,77,0,0.605
"210","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_12720",7,54318643,0.581386461819758,0.235535,4.294025,FALSE,77,0,0.605
"211","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_54204",8,3526746,0.581597192329399,0.235378,4.294025,FALSE,77,0,0.605
"212","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_14848",1,87310101,0.584731989225976,0.233043,4.294025,FALSE,77,0,0.605
"213","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_167",3,23274682,0.585816104924372,0.232239,4.294025,FALSE,77,0,0.605
"214","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_9027",10,56953687,0.586159808928395,0.231984,4.294025,FALSE,77,0,0.605
"215","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_14636",9,56854426,0.586746710038168,0.231549,4.294025,FALSE,77,0,0.605
"216","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7139",3,37346461,0.58693685779801,0.231409,4.294025,FALSE,77,0,0.605
"217","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_16777",6,48044220,0.587255058186589,0.231173,4.294025,FALSE,77,0,0.605
"218","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_8037",12,3604993,0.58792820978726,0.230676,4.294025,FALSE,77,0,0.605
"219","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_39080",9,1248777,0.594101286033114,0.22614,4.294025,FALSE,77,0,0.605
"220","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_36833",7,3330903,0.59503982410978,0.225454,4.294025,FALSE,77,0,0.605
"221","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_5560",8,57530640,0.595351008455398,0.225227,4.294025,FALSE,77,0,0.605
"222","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_4803",1,87065450,0.599269610937606,0.222378,4.294025,FALSE,77,0,0.605
"223","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_6749",4,62367580,0.600246951323524,0.22167,4.294025,FALSE,77,0,0.605
"224","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_19081",8,54991187,0.600360264726847,0.221588,4.294025,FALSE,77,0,0.605
"225","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_55837",7,3695590,0.603440621857574,0.219365,4.294025,FALSE,77,0,0.605
"226","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_35997",4,67871626,0.608453278750415,0.215773,4.294025,FALSE,77,0,0.605
"227","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_34872",4,65068522,0.608598482869138,0.215669,4.294025,FALSE,77,0,0.605
"228","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_29767",10,57277910,0.614849183625372,0.211231,4.294025,FALSE,77,0,0.605
"229","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_39848",4,49170296,0.615389020299736,0.21085,4.294025,FALSE,77,0,0.605
"230","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_1249",5,55144795,0.626052938974601,0.203389,4.294025,FALSE,77,0,0.605
"231","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_58",3,56927544,0.62811613224129,0.20196,4.294025,FALSE,77,0,0.605
"232","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_27563",6,3628154,0.633326146681723,0.198373,4.294025,FALSE,77,0,0.605
"233","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_57257",3,52006963,0.636333148879327,0.196315,4.294025,FALSE,77,0,0.605
"234","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_30973",1,88257483,0.637486629962024,0.195529,4.294025,FALSE,77,0,0.605
"235","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7132",3,52915590,0.644089710179787,0.191054,4.294025,FALSE,77,0,0.605
"236","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_48810",4,53315344,0.645767385937846,0.189924,4.294025,FALSE,77,0,0.605
"237","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_16413",9,58589829,0.648445741713334,0.188126,4.294025,FALSE,77,0,0.605
"238","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_28521",8,50650372,0.650339910129422,0.18686,4.294025,FALSE,77,0,0.605
"239","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_8431",5,52989126,0.651979854979737,0.185766,4.294025,FALSE,77,0,0.605
"240","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_3793",5,3721408,0.65987629299582,0.180537,4.294025,FALSE,77,0,0.605
"241","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7192",10,58252277,0.665247960682977,0.177016,4.294025,FALSE,77,0,0.605
"242","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_31443",11,36343786,0.680384653178967,0.167245,4.294025,FALSE,77,0,0.605
"243","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_14274",1,75053929,0.68044762516679,0.167205,4.294025,FALSE,77,0,0.605
"244","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_23254",12,7260563,0.680711361088471,0.167037,4.294025,FALSE,77,0,0.605
"245","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_16459",9,56104281,0.683469042597695,0.165281,4.294025,FALSE,77,0,0.605
"246","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_15579",1,71530931,0.69049519284167,0.160839,4.294025,FALSE,77,0,0.605
"247","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_15580",1,71530961,0.69049519284167,0.160839,4.294025,FALSE,77,0,0.605
"248","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_10457",7,50710645,0.691908111742237,0.159952,4.294025,FALSE,77,0,0.605
"249","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_27863",6,35664111,0.692848095917318,0.159362,4.294025,FALSE,77,0,0.605
"250","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_12802",9,54297084,0.707910161349663,0.150022,4.294025,FALSE,77,0,0.605
"251","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_32467",12,5980197,0.712557091498915,0.14718,4.294025,FALSE,77,0,0.605
"252","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_8253",5,53083990,0.714004212575623,0.146299,4.294025,FALSE,77,0,0.605
"253","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_3512",5,54654441,0.716586722748141,0.144731,4.294025,FALSE,77,0,0.605
"254","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_323",3,56043711,0.717624111278036,0.144103,4.294025,FALSE,77,0,0.605
"255","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_10031",7,47020118,0.719347048477636,0.143062,4.294025,FALSE,77,0,0.605
"256","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_958",9,40062774,0.72488065061704,0.139733,4.294025,FALSE,77,0,0.605
"257","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_24454",12,59193947,0.727013073779319,0.138458,4.294025,FALSE,77,0,0.605
"258","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_34085",8,34629849,0.728241128261458,0.137725,4.294025,FALSE,77,0,0.605
"259","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_22205",11,42339943,0.73242640079621,0.135236,4.294025,FALSE,77,0,0.605
"260","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_39083",9,1248924,0.73362156413294,0.134528,4.294025,FALSE,77,0,0.605
"261","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_10178",4,67145132,0.734221574597994,0.134173,4.294025,FALSE,77,0,0.605
"262","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_55124",9,29618178,0.737256156425396,0.132382,4.294025,FALSE,77,0,0.605
"263","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_325",3,56043155,0.742417177771889,0.129352,4.294025,FALSE,77,0,0.605
"264","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_48808",4,53349146,0.742961467677699,0.129034,4.294025,FALSE,77,0,0.605
"265","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_37406",9,41902886,0.74362601965733,0.128645,4.294025,FALSE,77,0,0.605
"266","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_25219",7,48611027,0.744689807811199,0.128025,4.294025,FALSE,77,0,0.605
"267","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_46708",7,4607422,0.74936330319677,0.125308,4.294025,FALSE,77,0,0.605
"268","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_53998",9,57846815,0.751387937211851,0.124136,4.294025,FALSE,77,0,0.605
"269","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_27650",9,51854006,0.755076768144405,0.122009,4.294025,FALSE,77,0,0.605
"270","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_1486",9,30657636,0.756940868316717,0.120938,4.294025,FALSE,77,0,0.605
"271","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_1493",9,31891968,0.756940868316717,0.120938,4.294025,FALSE,77,0,0.605
"272","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_2319",9,34137871,0.756940868316717,0.120938,4.294025,FALSE,77,0,0.605
"273","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_681",9,36710524,0.756940868316717,0.120938,4.294025,FALSE,77,0,0.605
"274","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_680",9,36710610,0.756940868316717,0.120938,4.294025,FALSE,77,0,0.605
"275","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_13751",1,66106436,0.763378553831484,0.11726,4.294025,FALSE,77,0,0.605
"276","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_19556",9,54713760,0.768200116472466,0.114526,4.294025,FALSE,77,0,0.605
"277","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_19537",9,45335256,0.770327506585593,0.113325,4.294025,FALSE,77,0,0.605
"278","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_15530",10,56158687,0.772824659065084,0.111919,4.294025,FALSE,77,0,0.605
"279","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_5463",12,626115,0.778210614498044,0.108903,4.294025,FALSE,77,0,0.605
"280","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_35590",6,29872194,0.779266434330097,0.108314,4.294025,FALSE,77,0,0.605
"281","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_6758",4,62263846,0.783915622912306,0.105731,4.294025,FALSE,77,0,0.605
"282","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_10802",4,68308218,0.785338629633575,0.104943,4.294025,FALSE,77,0,0.605
"283","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_43588",7,4257126,0.785805899327041,0.104685,4.294025,FALSE,77,0,0.605
"284","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_52053",5,20212269,0.788141721451694,0.103396,4.294025,FALSE,77,0,0.605
"285","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_35944",4,67811114,0.790036110260615,0.102353,4.294025,FALSE,77,0,0.605
"286","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_10179",4,67145141,0.793788336828399,0.100295,4.294025,FALSE,77,0,0.605
"287","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_16172",2,35468438,0.793831408160187,0.100272,4.294025,FALSE,77,0,0.605
"288","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_29282",8,21522650,0.795738885686825,0.099229,4.294025,FALSE,77,0,0.605
"289","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_12339",2,26161388,0.797235497789996,0.098413,4.294025,FALSE,77,0,0.605
"290","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_40879",9,58749360,0.797282779644482,0.098388,4.294025,FALSE,77,0,0.605
"291","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_25560",3,46842107,0.797354663713752,0.098348,4.294025,FALSE,77,0,0.605
"292","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_26008",7,51201220,0.801380690916091,0.096161,4.294025,FALSE,77,0,0.605
"293","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_23139",2,29015208,0.80234624527516,0.095638,4.294025,FALSE,77,0,0.605
"294","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_28641",8,50613642,0.806235960100396,0.093538,4.294025,FALSE,77,0,0.605
"295","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_16274",9,48595830,0.806315477014568,0.093495,4.294025,FALSE,77,0,0.605
"296","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_13006",10,3721305,0.806881583116209,0.09319,4.294025,FALSE,77,0,0.605
"297","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_39450",4,61191297,0.807509818480901,0.092852,4.294025,FALSE,77,0,0.605
"298","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_14683",11,39617992,0.810511994104332,0.091241,4.294025,FALSE,77,0,0.605
"299","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_43032",9,59162845,0.813638285964085,0.089569,4.294025,FALSE,77,0,0.605
"300","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_43049",9,59168884,0.813638285964085,0.089569,4.294025,FALSE,77,0,0.605
"301","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_11290",1,87792873,0.813809965350242,0.089477,4.294025,FALSE,77,0,0.605
"302","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_20514",1,68614630,0.814502464898581,0.089108,4.294025,FALSE,77,0,0.605
"303","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_26509",9,46988850,0.82295567828534,0.084624,4.294025,FALSE,77,0,0.605
"304","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_33280",7,57508926,0.831757550973684,0.080003,4.294025,FALSE,77,0,0.605
"305","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_38274",10,44206770,0.832188868134132,0.079778,4.294025,FALSE,77,0,0.605
"306","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_55700",6,43998646,0.833348819613049,0.079173,4.294025,FALSE,77,0,0.605
"307","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_45256",10,59057591,0.8340795313286,0.078793,4.294025,FALSE,77,0,0.605
"308","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_25216",7,48573383,0.837878905183137,0.076819,4.294025,FALSE,77,0,0.605
"309","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_5774",6,50572507,0.843872045557772,0.073723,4.294025,FALSE,77,0,0.605
"310","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_5440",12,319737,0.844667039808746,0.073314,4.294025,FALSE,77,0,0.605
"311","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_44335",8,42832139,0.84492468059398,0.073182,4.294025,FALSE,77,0,0.605
"312","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_15047",2,43187165,0.84694581058931,0.072144,4.294025,FALSE,77,0,0.605
"313","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_5656",1,71751985,0.851814780842674,0.069655,4.294025,FALSE,77,0,0.605
"314","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7381",7,44327865,0.851816296609461,0.069654,4.294025,FALSE,77,0,0.605
"315","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_12305",2,26209472,0.856355597757404,0.067346,4.294025,FALSE,77,0,0.605
"316","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_45603",10,48971709,0.857204185952892,0.066916,4.294025,FALSE,77,0,0.605
"317","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_34958",4,56187339,0.858263731704419,0.066379,4.294025,FALSE,77,0,0.605
"318","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_58236",9,11085611,0.863349874025574,0.063813,4.294025,FALSE,77,0,0.605
"319","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_52898",9,11180794,0.863349874025574,0.063813,4.294025,FALSE,77,0,0.605
"320","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_35411",9,5445375,0.865258154935228,0.062854,4.294025,FALSE,77,0,0.605
"321","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_30361",11,35109336,0.865968211522983,0.062498,4.294025,FALSE,77,0,0.605
"322","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_19692",2,27349009,0.873114355510709,0.058929,4.294025,FALSE,77,0,0.605
"323","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_15388",11,42785949,0.879103199544874,0.05596,4.294025,FALSE,77,0,0.605
"324","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_11679",10,44620849,0.879711861356449,0.05566,4.294025,FALSE,77,0,0.605
"325","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_14640",9,56854945,0.882747088200665,0.054164,4.294025,FALSE,77,0,0.605
"326","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_44816",9,53270453,0.883499438837788,0.053794,4.294025,FALSE,77,0,0.605
"327","CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_52069",5,1907418,0.884422495762682,0.05334,4.294025,FALSE,77,0,0.605
