SAMPLES,Baya.C,Baya.C.GEBV,Baya.H,Baya.H.GEBV,Baya.L,Baya.L.GEBV,PriBrote.C,PriBrote.C.GEBV,PriBrote.H,PriBrote.H.GEBV,PriBrote.L,PriBrote.L.GEBV,PriFlor.C,PriFlor.C.GEBV,PriFlor.H,PriFlor.H.GEBV,PriFlor.L,PriFlor.L.GEBV,PriTuber.C,PriTuber.C.GEBV,PriTuber.H,PriTuber.H.GEBV,PriTuber.L,PriTuber.L.GEBV,Pulpa.C,Pulpa.C.GEBV,Pulpa.H,Pulpa.H.GEBV,Pulpa.L,Pulpa.L.GEBV,SecBrote.C,SecBrote.C.GEBV,SecBrote.H,SecBrote.H.GEBV,SecBrote.L,SecBrote.L.GEBV,SecTuber.C,SecTuber.C.GEBV,SecTuber.H,SecTuber.H.GEBV,SecTuber.L,SecTuber.L.GEBV,Tallo.C,Tallo.C.GEBV,Tallo.H,Tallo.H.GEBV,Tallo.L,Tallo.L.GEBV
15061449,43.747,48,117.332,117,58.193,66,27.576,20,314.605,307,33.274,26,54.4881,45,316.138,310,43.956,58,12.65,43,300.042,355,30.412,51,16.572,18,83.701,90,85.55603,84,5.46955,7,190.908,318,95.491,96,37.007,42,98.677,96,77.824,80,37.04962,44,160.092,117,49.24,54
15062348,47.249,44,116.176,117,60.838,54,55.549,43,332.441,320,43.491,53,51.67918,49,321.266,320,47.59,54,35.598,29,39.096,17,45.535,35,20.985,26,88.047,94,84.35238,84,6.21541,4,227.867,41,93.325,94,38.572,47,64.267,85,74.222,76,43.15623,44,123.691,117,53.443,54
15061916,45.132,32,116.683,112,58.845,58,22.499,20,308.611,307,31.858,26,48.66243,39,320.302,321,43.316,36,25.136,19,26.941,5,31.732,27,15.866,18,83.001,90,86.12965,84,5.94412,7,197.868,318,93.595,96,34.885,35,98.968,83,75.58,75,33.37411,44,176.941,117,46.285,54
15062138,45.379,59,116.619,106,59.145,69,22.028,28,309.558,306,31.539,27,49.27556,58,318.431,322,48.521,43,15.966,8,267.596,313,32.281,29,10.153,3,76.261,32,88.99324,92,5.93611,4,190.643,41,94.29,94,36.845,35,110.513,83,73.876,75,24.9142,16,265.005,359,37.225,28
15061946,44.001,44,117.359,117,58.846,54,21.05,20,311.071,307,28.819,26,50.62082,40,316.093,314,41.019,48,29.94,22,23.769,344,34.828,27,17.288,6,85.669,71,85.34826,92,5.92075,7,287.682,318,96.047,96,36.396,36,70.938,83,76.379,79,24.15667,16,264.179,359,36.788,28
15061676,45.112,45,116.664,128,58.793,58,22.447,26,308.628,314,31.893,33,48.49282,42,322.945,316,43.536,41,25.608,32,27.994,14,30.947,38,15.802,18,82.954,90,86.10702,84,5.97139,7,197.9,318,93.849,96,34.89,36,93.75,83,76.588,79,33.25374,44,176.437,117,46.441,54
15060536,43.841,44,116.959,117,58.275,54,36.573,59,313.746,350,38.153,47,54.37292,36,313.737,319,45.249,67,40.751,32,310.097,84,53.231,81,12.09,18,85.379,90,89.39181,84,7.485,7,244.36,318,92.111,95,33.998,36,95.663,96,75.819,29,25.63488,44,242.019,117,39.826,54
15061391,45.576,44,117.474,117,59.126,54,28.44,4,294.14,41,41.132,94,52.40906,55,323.506,329,45.306,36,11.782,16,308.07,359,31.015,28,15.981,18,84.336,90,86.52292,84,12.27991,34,184.447,316,86.646,33,35.33,41,86.995,86,77.446,80,28.13202,16,247.709,359,39.744,28
15061662,43.764,38,117.328,115,58.224,50,27.618,26,314.58,314,33.007,33,54.39388,42,315.856,312,43.916,49,12.76,16,297.877,359,30.41,28,16.599,3,83.754,32,85.54828,92,5.39112,4,190.027,41,95.493,94,36.972,42,98.38,96,77.879,80,37.23352,16,158.817,359,49.495,28
15061228,43.381,45,116.818,128,58.283,58,29.618,20,312.016,307,32.042,26,44.53075,58,313.355,312,54.207,43,17.403,11,17.341,328,32.207,30,15.865,18,79.929,90,86.09092,84,5.90087,7,178.048,318,93.709,95,34.889,35,93.13,93,79.868,82,25.90941,16,252.149,359,38.75,28
15061356,41.481,44,119.688,117,57.207,54,31.799,49,318.426,320,35.039,54,48.52286,43,321.867,319,53.319,61,32.18,35,182.223,53,51.423,60,8.353,6,70.096,88,90.18491,92,5.44828,7,198.164,318,94.308,96,33.963,26,59.07,342,74.211,50,36.7527,44,138.618,117,51.393,54
15061963,45.593,45,117.463,128,59.141,58,29.164,38,294.23,334,40.911,43,52.25407,58,323.227,322,45.366,43,12.205,11,301.472,318,32.067,28,15.935,6,84.23,71,86.56887,92,12.20844,4,184.242,41,86.698,94,35.328,41,85.509,86,77.239,80,28.32535,44,246.363,117,39.841,54
15061338,45.296,48,116.584,118,59.031,66,21.381,20,309.402,307,31.004,26,51.32769,49,320.909,320,46.196,54,15.848,8,274.928,313,30.13,29,8.395,6,73.981,71,89.97071,92,5.71748,7,184.746,318,94.551,96,38.003,35,90.404,83,77.714,75,22.40872,16,285.203,359,35.146,28
15062331,41.356,8,119.707,70,57.166,77,35.334,58,317.789,322,34.848,43,48.08599,57,322.179,327,53.79,45,27.511,26,170.71,342,51.191,50,8.451,6,70.041,71,90.30165,92,5.52439,5,198.701,344,94.053,95,33.882,37,53.862,74,74.436,74,37.18695,44,138.991,117,51.489,54
15062098,47.238,48,116.173,118,60.822,66,55.05,58,332.483,336,43.349,48,51.48061,49,324.064,320,47.941,54,35.983,28,37.79,22,43.023,39,21.039,18,88.116,90,84.30254,84,6.19361,4,226.596,41,93.33,94,38.522,47,73.307,85,76.819,76,43.07493,44,124.325,117,53.313,54
15062114,45.325,50,116.159,115,59.688,71,36.583,39,309.696,308,38.46,54,50.56923,58,323.302,322,44.609,43,41.546,47,103.348,85,77.956,76,16.427,18,83.36,90,85.65439,84,5.84013,7,160.409,318,92.763,96,28.803,8,309.12,313,31.743,29,25.34091,16,273.264,359,36.945,28
15062046,44.89,44,117.658,117,58.926,54,35.553,53,317.365,341,39.722,44,49.45318,57,298.513,327,46.46,45,31.86,41,107.288,86,54.005,80,17.906,26,88.831,94,85.8895,84,7.24482,7,217.432,318,91.403,95,35.623,41,139.732,6,62.021,49,36.9484,44,185.116,117,47.374,54
15062370,45.797,44,118.143,117,59.361,54,25.718,20,310.844,307,29.018,26,48.16917,58,316.091,312,43.701,43,9.311,8,313.287,313,29.783,29,19.906,26,86.112,94,85.41698,84,6.07598,4,182.407,41,93.868,94,39.138,35,89.335,83,77.435,75,32.66802,44,211.917,117,43.224,54
15061685,45.72,50,117.683,115,60.106,71,21.22,28,310.592,306,28.831,27,46.4081,49,315.363,320,45.751,54,35.805,32,23.028,14,40.434,38,19.246,26,87.94,94,84.61699,84,6.77979,7,223.505,318,94.204,96,35.868,40,90.804,18,78.896,82,26.06577,21,222.666,132,40.96,49
15061540,46.035,45,116.526,115,60.266,72,29.095,20,309.967,307,31.15,26,50.62266,58,319.169,322,51.705,43,34.113,41,38.209,86,64.948,80,18.115,18,86.639,90,85.32753,84,6.39394,58,232.202,353,95.869,48,34.555,32,57.38,25,53.118,42,43.79997,44,117.186,117,54.012,54
15061721,44.998,59,116.082,106,60.044,69,49.542,43,327.576,331,37.464,37,55.84362,57,328.782,327,41.32,45,34.115,28,35.931,22,42.124,39,13.942,18,81.092,90,88.31626,84,6.79064,7,238.454,318,95.529,96,34.565,41,70.664,86,74.375,80,27.05804,24,258.169,136,38.658,54
15062074,45.738,44,117.926,117,60.198,54,21.474,20,311.624,307,30.799,26,46.9716,31,311.091,304,44.216,70,29.805,41,28.037,86,31.527,80,12.928,3,80.278,32,88.19919,92,10.87627,4,221.74,41,92.065,94,34.963,26,87.016,342,78.106,50,41.09233,44,138.241,117,51.575,54
15062362,45.113,44,116.686,117,58.826,54,22.09,40,309.001,309,32.185,43,48.82422,42,318.499,316,43.553,41,23.408,47,28.938,85,31.189,76,15.729,18,82.783,90,86.17947,84,5.97081,4,196.592,41,93.858,94,34.971,31,99.739,10,75.845,38,33.49151,44,178.17,117,46.257,54
15061689,45.58,59,117.462,106,59.117,69,29.177,47,294.178,352,41.051,36,52.30928,55,323.325,329,45.167,36,11.777,11,302.112,318,31.869,28,15.97,18,84.292,90,86.53455,84,12.24215,7,184.356,318,86.653,96,35.358,36,84.365,83,77.65,79,28.3327,44,246.562,117,39.84,54
15061357,45.829,44,118.14,117,59.387,54,25.127,20,310.79,307,29.036,26,47.95779,58,315.621,322,43.968,43,9.111,8,314.615,313,29.59,29,19.891,18,86.317,90,85.43765,84,6.03966,4,181.653,41,93.878,94,39.144,35,89.835,83,77.426,75,32.56369,16,212.643,359,43.125,28
15061376,47.238,44,116.18,117,60.826,54,55.751,58,332.483,336,43.434,48,51.58666,55,320.788,329,47.685,36,35.008,32,38.234,14,43.081,38,20.973,26,88.034,94,84.3589,84,6.25132,7,226.062,318,93.322,96,38.617,35,70.057,83,76.167,75,43.14853,44,124.399,117,53.366,54
15061308,45.593,44,117.465,117,59.121,54,29.397,28,294.312,306,41.074,27,52.26458,46,323.156,323,45.366,57,12.711,8,300.378,313,32.395,29,15.921,35,84.297,93,86.57758,82,12.23403,7,184.516,318,86.66,95,35.376,47,80.88,18,77.675,75,28.1983,44,247.202,117,39.777,54
