"","x"
"1366","c2_26011"
"1367","c1_3746"
"1368","c1_3051"
"1369","c2_53053"
"1370","c2_46322"
"1371","c1_10715"
"1372","c2_30940"
"1373","c1_6183"
"1374","c1_2786"
"1375","c2_20799"
"1376","c2_27677"
"1377","c1_289"
"1378","c2_12930"
"1379","c1_14394"
"1380","c2_20667"
"1381","c2_3092"
"1382","c1_2979"
"1383","c2_8793"
"1384","c1_3544"
"1385","c2_34091"
"1386","c2_9308"
"1387","c2_12528"
"1388","c2_55707"
"1389","c2_55709"
"1390","c2_46144"
"1391","c1_6398"
"1392","c2_50183"
"1393","c2_36642"
"1394","c1_9120"
"1395","c1_2681"
"1396","c1_10670"
"1397","c2_8430"
"1398","c2_1725"
"1399","c2_42346"
"1400","c2_20970"
"1401","c2_39414"
"1402","c2_48390"
"1403","c2_49732"
"1404","c1_4084"
"1405","c2_12696"
"1406","c1_7980"
"1407","c2_36952"
"1408","c2_33536"
"1409","c2_52702"
"1410","c2_5770"
"1411","c2_28761"
"1412","c2_11316"
"1413","c2_2508"
"1414","c1_6571"
"1415","c2_36061"
"1416","c2_23052"
"1417","c2_9925"
"1418","c1_15189"
"1419","c2_33512"
"1420","c2_13139"
"1421","c2_2582"
"1422","c2_27433"
"1423","c1_13951"
"1424","c2_37988"
"1425","c2_48441"
"1426","c1_925"
"1427","c2_47202"
"1428","c2_21867"
"1429","c2_28174"
"1430","c1_11498"
"1431","c1_11499"
"1432","c2_5154"
"1433","c1_8150"
"1434","c2_55773"
"1435","c2_37719"
"1436","c2_21745"
"1437","c2_34563"
"1438","c2_41887"
"1439","c1_16234"
"1440","c2_57256"
"1441","c1_9573"
"1442","c2_30492"
"1443","c2_47649"
"1444","c1_12027"
"1445","c1_2574"
"1446","c2_29015"
"1447","c1_4757"
"1448","c2_29739"
"1449","c2_51460"
"1450","c2_63"
"1451","c2_33000"
"1452","c1_6126"
"1453","c2_27682"
"1454","c1_1271"
"1455","c2_19080"
"1456","c2_27559"
"1457","c1_9167"
"1458","c2_41336"
"1459","c2_17537"
"1460","c2_30428"
"1461","c2_45699"
"1462","c2_53176"
"1463","c2_2299"
"1464","c2_57478"
"1465","c1_9651"
"1466","c2_26813"
"1467","c2_33537"
"1468","c2_52484"
"1469","c2_9193"
"1470","c1_11339"
"1471","c2_22335"
"1472","c2_21577"
"1473","c1_590"
"1474","c1_13638"
"1475","c2_57014"
"1476","c2_46778"
"1477","c2_27887"
"1478","c2_3368"
"1479","c1_12858"
"1480","c2_48371"
"1481","c2_14733"
"1482","c2_41085"
"1483","c2_46604"
"1484","c2_46100"
"1485","c2_55854"
"1486","c2_15253"
"1487","c2_16746"
"1488","c2_15268"
"1489","c2_33381"
"1490","c2_56132"
"1491","c1_5010"
"1492","c2_49906"
"1493","c2_10819"
"1494","c2_42734"
"1495","c1_15249"
"1496","c2_2837"
"1497","c2_9531"
"1498","c2_58197"
"1499","c2_43123"
"1500","c2_45176"
"1501","c1_12152"
"1502","c2_33226"
"1503","c2_33522"
"1504","c2_32739"
"1505","c1_526"
"1506","c2_33545"
"1507","c2_3152"
"1508","c2_53375"
"1509","c1_11556"
"1510","c2_10958"
"1511","c2_10618"
"1512","c2_2757"
"1513","c2_36615"
"1514","c1_2352"
"1515","c1_4378"
"1516","c2_14468"
"1517","c1_14633"
"1518","c2_47901"
"1519","c1_14370"
"1520","c2_28697"
"1521","c2_57917"
"1522","c2_33005"
"1523","c1_13293"
"1524","c2_36388"
"1525","c2_12758"
"1526","c2_7423"
"1527","c2_7424"
"1528","c2_54606"
"1529","c1_15642"
"1530","c2_19077"
"1531","c2_20569"
"1532","c2_30054"
"1533","c2_23804"
"1534","c2_17935"
"1535","c2_56692"
"1536","c2_2466"
"1537","c2_20895"
"1538","c1_16535"
"1539","c2_9010"
"1540","c2_31991"
"1541","c2_4415"
"1542","c2_55768"
"1543","c1_10873"
"1544","c2_29450"
"1545","c1_13506"
"1546","c2_25897"
"1547","c2_46887"
"1548","c2_28433"
"1549","c2_37631"
"1550","c1_5058"
"1551","c1_14770"
"1552","c2_27574"
"1553","c2_36731"
"1554","c2_11432"
"1555","c2_11435"
"1556","c2_3091"
"1557","c1_2790"
"1558","c1_15333"
"1559","c1_13762"
"1560","c2_27928"
"1561","c2_32952"
"1562","c2_7529"
"1563","c2_7557"
"1564","c2_7560"
"1565","c2_7632"
"1566","c1_2686"
"1567","c2_4475"
"1568","c2_148"
"1569","c2_27929"
"1570","c2_12420"
"1571","c2_22033"
"1572","c2_40822"
"1573","c2_12527"
"1574","c2_49124"
"1575","c2_30510"
"1576","c2_46479"
"1577","c1_821"
"1578","c1_11418"
"1579","c2_57408"
"1580","c1_6704"
"1581","c1_2531"
"1582","c1_12926"
"1583","c1_7994"
"1584","c2_18662"
"1585","c2_11314"
"1586","c2_11333"
"1587","c2_53376"
"1588","c1_8541"
"1589","c2_44269"
"1590","c2_20500"
"1591","c2_40089"
"1592","c1_4206"
"1593","c1_482"
"1594","c1_483"
"1595","c1_2126"
"1596","c2_39816"
"1597","c2_22545"
"1598","c2_57242"
"1599","c2_44778"
"1600","c2_5507"
"1601","c2_23965"
"1602","c2_38939"
"1603","c1_8522"
"1604","c1_9786"
"1605","c2_32667"
"1606","c2_51957"
"1607","c2_45611"
"1608","c1_8830"
"1609","c2_38555"
"1610","c1_1116"
"1611","c2_34"
"1612","c2_30937"
"1613","c2_51567"
"1614","c1_4171"
"1615","c2_51990"
"1616","c2_6386"
"1617","c2_2747"
"1618","c2_2745"
"1619","c2_32111"
"1620","c1_5137"
"1621","c2_2744"
"1622","c1_992"
"1623","c2_26713"
"1624","c2_43347"
"1625","c2_616"
"1626","c2_51637"
"1627","c2_28850"
"1628","c1_7005"
"1629","c2_55779"
"1630","c2_5286"
"1631","c2_10961"
"1632","c1_7530"
"1633","c2_41719"
"1634","c2_21572"
"1635","c2_14730"
"1636","c2_49809"
"1637","c1_3063"
"1638","c1_641"
"1639","c1_16435"
"1640","c1_9477"
"1641","c1_12414"
"1642","c1_11868"
"1643","c2_18429"
"1644","c2_55090"
"1645","c1_2641"
"1646","c1_10930"
"1647","c2_55776"
"1648","c2_15923"
"1649","c2_36059"
"1650","c1_6521"
"1651","c1_16106"
"1652","c2_34564"
"1653","c1_14316"
"1654","c2_35694"
"1655","c1_3514"
"1656","c1_15717"
"1657","c2_17921"
"1658","c2_17926"
"1659","c1_3495"
"1660","c1_3740"
"1661","c2_48366"
"1662","c2_3737"
"1663","c2_5864"
"1664","c2_36777"
"1665","c2_13627"
"1666","c2_13633"
"1667","c2_39219"
"1668","c2_15818"
"1669","c2_45517"
"1670","c2_33228"
"1671","c1_10934"
"1672","c2_36706"
"1673","c2_36709"
"1674","c2_28171"
"1675","c2_6622"
"1676","c2_49209"
"1677","c1_737"
"1678","c2_30159"
"1679","c2_45436"
"1680","c2_735"
"1681","c2_28555"
"1682","c2_26417"
"1683","c2_28195"
"1684","c2_28212"
"1685","c2_28310"
"1686","c1_15811"
"1687","c2_50180"
"1688","c2_18265"
"1689","c1_12896"
"1690","c1_14588"
"1691","c2_34587"
"1692","c2_20507"
"1693","c2_17552"
"1694","c1_8594"
"1695","c2_328"
"1696","c2_31358"
"1697","c1_12251"
"1698","c1_5812"
"1699","c2_11923"
"1700","c1_10000"
"1701","c2_23596"
"1702","c1_5955"
"1703","c2_18428"
"1704","c2_38667"
"1705","c1_8549"
"1706","c1_4231"
"1707","c1_1874"
"1708","c1_3159"
"1709","c2_55227"
"1710","c2_2307"
"1711","c1_15192"
"1712","c2_51797"
"1713","c2_26003"
"1714","c2_37603"
"1715","c2_57590"
"1716","c2_5215"
"1717","c2_28848"
"1718","c2_28851"
"1719","c1_15241"
"1720","c2_50226"
"1721","c2_35810"
"1722","c1_8635"
"1723","c2_5091"
"1724","c2_17415"
"1725","c2_32938"
"1726","c2_52084"
"1727","c2_784"
"1728","c2_33520"
"1729","c1_1481"
"1730","c2_19704"
"1731","c2_14609"
"1732","c1_946"
"1733","c2_1494"
"1734","c2_549"
"1735","c2_54998"
"1736","c2_566"
"1737","c1_5959"
"1738","c2_38356"
"1739","c2_38365"
"1740","c2_40092"
"1741","c2_47966"
"1742","c1_4792"
"1743","c2_13193"
"1744","c1_16542"
"1745","c2_5443"
"1746","c2_23975"
"1747","c2_806"
"1748","c2_35572"
"1749","c1_16071"
"1750","c1_1341"
"1751","c2_21752"
"1752","c2_34863"
"1753","c2_28217"
"1754","c2_17631"
"1755","c2_55129"
"1756","c2_48568"
"1757","c2_27387"
"1758","c2_51758"
"1759","c2_57016"
"1760","c2_43880"
"1761","c2_36495"
"1762","c1_15694"
"1763","c2_27808"
"1764","c1_15873"
"1765","c2_42299"
"1766","c2_13628"
"1767","c2_16720"
"1768","c1_4371"
"1769","c1_10425"
"1770","c1_10555"
"1771","c2_6100"
"1772","c2_49937"
"1773","c2_4920"
"1774","c2_43987"
"1775","c1_3853"
"1776","c1_3854"
"1777","c2_35995"
"1778","c2_37256"
"1779","c2_21320"
"1780","c2_34876"
"1781","c2_48821"
"1782","c2_34196"
"1783","c2_30460"
"1784","c1_11308"
"1785","c2_17400"
"1786","c2_16347"
"1787","c1_683"
"1788","c2_42757"
"1789","c1_2640"
"1790","c2_39448"
"1791","c2_56640"
"1792","c2_2465"
"1793","c2_18825"
"1794","c2_52058"
"1795","c2_40075"
"1796","c2_9359"
"1797","c2_46048"
"1798","c2_47644"
"1799","c1_8566"
"1800","c2_27692"
"1801","c2_19420"
"1802","c2_51769"
"1803","c2_50532"
"1804","c2_27918"
"1805","c2_57245"
"1806","c2_35220"
"1807","c2_40294"
"1808","c2_51749"
"1809","c2_39191"
"1810","c2_39488"
"1811","c1_13641"
"1812","c2_36385"
"1813","c2_8966"
"1814","c2_41163"
"1815","c2_38729"
"1816","c2_4707"
"1817","c2_32077"
"1818","c2_13431"
"1819","c2_3127"
"1820","c2_8659"
"1821","c2_13163"
"1822","c2_43229"
"1823","c1_14314"
"1824","c2_49018"
"1825","c2_30509"
"1826","c2_11318"
"1827","c2_11319"
"1828","c2_11334"
"1829","c2_16915"
"1830","c2_21858"
"1831","c2_18892"
"1832","c2_12760"
"1833","c2_37756"
"1834","c2_33993"
"1835","c2_27926"
"1836","c2_33002"
"1837","c1_9385"
"1838","c2_42059"
"1839","c2_13650"
"1840","c2_20522"
"1841","c2_51800"
"1842","c1_12895"
"1843","c1_10935"
"1844","c2_35358"
"1845","c2_4958"
"1846","c2_39220"
"1847","c1_15726"
"1848","c2_30501"
"1849","c1_1512"
"1850","c2_21934"
"1851","c1_12825"
"1852","c2_39031"
"1853","c2_39034"
"1854","c2_45240"
"1855","c2_20129"
"1856","c2_48450"
"1857","c2_38634"
"1858","c1_11667"
"1859","c2_13825"
"1860","c2_10690"
"1861","c2_25746"
"1862","c2_43348"
"1863","c2_50859"
"1864","c2_7053"
"1865","c2_7055"
"1866","c2_2122"
"1867","c1_12108"
"1868","c1_5995"
"1869","c1_3693"
"1870","c2_27680"
"1871","c1_6890"
"1872","c2_29669"
"1873","c2_36650"
"1874","c2_45034"
"1875","c1_8013"
"1876","c2_45971"
"1877","c2_34890"
"1878","c2_42169"
"1879","c1_15982"
"1880","c1_7805"
"1881","c2_43255"
"1882","c2_34948"
"1883","c2_42760"
"1884","c2_34864"
"1885","c2_34868"
"1886","c1_10168"
"1887","c2_52515"
"1888","c2_52567"
"1889","c2_38737"
"1890","c2_36370"
"1891","c2_26843"
"1892","c2_13060"
"1893","c1_8133"
"1894","c1_11319"
"1895","c2_6601"
"1896","c1_8535"
"1897","c1_7872"
"1898","c1_9153"
"1899","c2_17377"
"1900","c2_17380"
"1901","c2_33105"
"1902","c2_58126"
"1903","c2_49638"
"1904","c2_31439"
"1905","c1_12118"
"1906","c1_2690"
"1907","c2_31732"
"1908","c2_39287"
"1909","c1_12445"
"1910","c1_11100"
"1911","c1_10351"
"1912","c2_1220"
"1913","c1_9292"
"1914","c1_8203"
"1915","c2_12403"
"1916","c2_26499"
"1917","c1_2139"
"1918","c2_17489"
"1919","c1_11581"
"1920","c2_30741"
"1921","c1_16225"
"1922","c2_55834"
"1923","c2_23678"
"1924","c2_12402"
"1925","c2_56793"
"1926","c1_8069"
"1927","c2_44153"
"1928","c1_13686"
"1929","c2_785"
"1930","c2_804"
"1931","c2_11287"
"1932","c2_11289"
"1933","c2_17937"
"1934","c2_3204"
"1935","c1_2366"
"1936","c2_47037"
"1937","c2_6108"
"1938","c2_49833"
"1939","c2_16846"
"1940","c2_2426"
"1941","c2_10877"
"1942","c2_3997"
"1943","c2_51113"
"1944","c2_54584"
"1945","c2_43408"
"1946","c2_42353"
"1947","c2_22753"
"1948","c1_3850"
"1949","c2_54308"
"1950","c2_3135"
"1951","c2_31042"
"1952","c2_57172"
"1953","c2_50137"
"1954","c2_55838"
"1955","c1_10938"
"1956","c1_10939"
"1957","c1_11117"
"1958","c1_9776"
"1959","c1_5732"
"1960","c2_30156"
"1961","c2_30158"
"1962","c1_13886"
"1963","c2_51560"
"1964","c2_25279"
"1965","c1_15484"
"1966","c2_18504"
"1967","c2_23727"
"1968","c1_3147"
"1969","c2_14779"
"1970","c2_24565"
"1971","c2_42265"
"1972","c1_10255"
"1973","c2_7245"
"1974","c2_26015"
"1975","c2_50231"
"1976","c2_9009"
"1977","c1_8968"
"1978","c1_15513"
"1979","c1_36"
"1980","c2_44264"
"1981","c2_50849"
"1982","c1_2718"
"1983","c2_23643"
"1984","c2_51513"
"1985","c2_51536"
"1986","c2_56464"
"1987","c2_5742"
"1988","c1_10669"
"1989","c1_16171"
"1990","c2_23735"
"1991","c1_10252"
"1992","c2_52715"
"1993","c2_53383"
"1994","c1_12440"
"1995","c2_9214"
"1996","c1_14668"
"1997","c2_49766"
"1998","c2_39409"
"1999","c2_36658"
"2000","c2_49834"
"2001","c2_35621"
"2002","c1_15175"
"2003","c2_57484"
"2004","c2_8663"
"2005","c2_8904"
"2006","c2_50292"
"2007","c2_34867"
"2008","c2_45035"
"2009","c1_3144"
"2010","c2_48953"
"2011","c2_15342"
"2012","c1_1"
"2013","c2_37"
"2014","c2_47"
"2015","c1_4502"
"2016","c2_35147"
"2017","c1_8021"
"2018","c2_48926"
"2019","c2_35049"
"2020","c2_50304"
"2021","c1_4947"
"2022","c2_40088"
"2023","c2_39800"
"2024","c2_20618"
"2025","c2_34194"
"2026","c2_2421"
"2027","c2_48814"
"2028","c2_21759"
"2029","c2_36941"
"2030","c2_49451"
"2031","c2_16848"
"2032","c2_37766"
"2033","c2_37774"
"2034","c2_29047"
"2035","c2_55722"
"2036","c1_8194"
"2037","c2_9202"
"2038","c2_27372"
"2039","c2_20175"
"2040","c1_7688"
"2041","c2_49265"
"2042","c1_7405"
"2043","c1_9397"
"2044","c2_6603"
"2045","c2_57485"
"2046","c2_13636"
"2047","c2_23600"
"2048","c1_9059"
"2049","c2_9215"
"2050","c2_35165"
"2051","c2_12126"
"2052","c1_3221"
"2053","c1_8173"
"2054","c1_12771"
"2055","c1_7656"
"2056","c2_1950"
"2057","c1_9356"
"2058","c1_9601"
"2059","c2_10088"
"2060","c2_18787"
"2061","c1_12584"
"2062","c1_12588"
"2063","c2_57296"
"2064","c1_15481"
"2065","c2_26498"
"2066","c2_47607"
"2067","c2_5214"
"2068","c2_42655"
"2069","c2_8652"
"2070","c2_16204"
"2071","c2_10693"
"2072","c2_36469"
"2073","c2_49918"
"2074","c2_44774"
"2075","c2_49867"
"2076","c1_5707"
"2077","c1_5710"
"2078","c2_37794"
"2079","c2_2874"
"2080","c2_56844"
"2081","c2_25549"
"2082","c2_12530"
"2083","c2_48928"
"2084","c2_45445"
"2085","c1_7521"
"2086","c2_31338"
"2087","c2_12334"
"2088","c2_15826"
"2089","c2_53516"
"2090","c2_26014"
"2091","c2_29435"
"2092","c2_11018"
"2093","c1_11777"
"2094","c1_9546"
"2095","c2_31820"
"2096","c2_35689"
"2097","c1_7973"
"2098","c2_29495"
"2099","c2_5812"
"2100","c2_1508"
"2101","c1_4376"
"2102","c2_46898"
"2103","c2_34553"
"2104","c1_15975"
"2105","c2_26517"
"2106","c2_27930"
"2107","c2_32239"
"2108","c2_26006"
"2109","c1_11613"
"2110","c2_39216"
"2111","c2_58248"
"2112","c2_47163"
"2113","c2_29204"
"2114","c1_10750"
"2115","c2_30164"
"2116","c1_16621"
"2117","c2_55465"
"2118","c1_16299"
"2119","c2_2968"
"2120","c1_10915"
"2121","c2_4385"
"2122","c2_52568"
"2123","c1_11707"
"2124","c1_4745"
"2125","c1_12114"
"2126","c2_23289"
"2127","c2_20227"
"2128","c2_28479"
"2129","c1_38"
"2130","c2_13194"
"2131","c2_26500"
"2132","c2_11609"
"2133","c1_16141"
"2134","c2_35996"
"2135","c2_36590"
"2136","c2_52056"
"2137","c2_20177"
"2138","c2_16831"
"2139","c2_29043"
"2140","c2_36942"
"2141","c1_15204"
"2142","c1_2944"
"2143","c1_9392"
"2144","c1_15006"
"2145","c2_19079"
"2146","c1_13805"
"2147","c2_50247"
"2148","c2_54325"
"2149","c1_12354"
"2150","c2_55639"
"2151","c2_2464"
"2152","c1_14053"
"2153","c1_3597"
"2154","c2_5732"
"2155","c2_46796"
"2156","c2_47484"
"2157","c2_48199"
"2158","c2_54035"
"2159","c1_14044"
"2160","c2_18964"
"2161","c1_13465"
"2162","c2_4344"
"2163","c1_11769"
"2164","c2_49844"
"2165","c1_8113"
"2166","c2_44105"
"2167","c1_10879"
"2168","c2_42807"
"2169","c2_35537"
"2170","c1_9499"
"2171","c2_45692"
"2172","c1_9084"
"2173","c2_39285"
"2174","c2_15722"
"2175","c2_49282"
"2176","c2_55882"
"2177","c2_1101"
"2178","c2_54530"
"2179","c2_49925"
"2180","c2_4366"
"2181","c2_19442"
"2182","c2_13632"
"2183","c1_12345"
"2184","c2_51215"
"2185","c2_34590"
"2186","c2_27879"
"2187","c2_40290"
"2188","c1_14048"
"2189","c1_6668"
"2190","c1_14423"
"2191","c2_4391"
"2192","c2_10694"
"2193","c1_1536"
"2194","c2_11712"
"2195","c1_1847"
"2196","c1_3227"
"2197","c2_12215"
"2198","c2_25284"
"2199","c2_43097"
"2200","c2_17925"
"2201","c2_26200"
"2202","c2_31444"
"2203","c2_46213"
"2204","c2_20890"
"2205","c2_11253"
"2206","c2_8661"
"2207","c1_6308"
"2208","c1_4814"
"2209","c2_38163"
"2210","c2_55774"
"2211","c1_2520"
"2212","c2_55781"
"2213","c2_23829"
"2214","c2_51803"
"2215","c2_54124"
"2216","c2_54142"
"2217","c1_8508"
"2218","c1_9785"
"2219","c2_32704"
"2220","c2_26515"
"2221","c2_32854"
"2222","c2_21999"
"2223","c2_22003"
"2224","c2_57482"
"2225","c2_28632"
"2226","c1_5996"
"2227","c1_8319"
"2228","c2_30959"
"2229","c2_30960"
"2230","c1_4444"
"2231","c2_47900"
"2232","c1_13785"
"2233","c2_11590"
"2234","c1_11344"
"2235","c2_45323"
"2236","c2_15859"
"2237","c2_1305"
"2238","c2_43084"
"2239","c2_53962"
"2240","c2_13908"
"2241","c2_42756"
"2242","c2_22336"
"2243","c1_5126"
"2244","c2_32244"
"2245","c2_51756"
"2246","c2_2105"
"2247","c2_32277"
"2248","c1_5739"
"2249","c2_36629"
"2250","c1_15178"
"2251","c2_12404"
"2252","c2_45807"
"2253","c1_2082"
"2254","c2_5821"
"2255","c2_47765"
"2256","c2_34874"
"2257","c2_17938"
"2258","c2_10687"
"2259","c2_7094"
"2260","c1_10924"
"2261","c2_56258"
"2262","c1_16212"
"2263","c2_37118"
"2264","c1_10130"
"2265","c2_31688"
"2266","c2_387"
"2267","c2_28508"
"2268","c2_51774"
"2269","c2_14258"
"2270","c2_10047"
"2271","c2_53931"
"2272","c1_2687"
"2273","c1_12406"
"2274","c2_816"
"2275","c1_9777"
"2276","c2_52890"
"2277","c2_25261"
"2278","c2_30157"
"2279","c2_30171"
"2280","c2_47760"
"2281","c2_40762"
"2282","c1_9250"
"2283","c2_25766"
"2284","c2_51232"
"2285","c2_57429"
"2286","c1_4454"
"2287","c2_694"
"2288","c1_7115"
"2289","c2_36745"
"2290","c2_12913"
"2291","c1_12751"
"2292","c2_32367"
"2293","c2_58296"
"2294","c2_22957"
"2295","c1_14211"
"2296","c1_14767"
"2297","c1_11979"
"2298","c2_19942"
"2299","c1_15536"
"2300","c2_10008"
"2301","c2_55798"
"2302","c2_53198"
"2303","c2_34193"
"2304","c1_16534"
"2305","c2_53545"
"2306","c2_55852"
"2307","c2_44926"
"2308","c2_44928"
"2309","c2_52691"
"2310","c2_53536"
"2311","c1_6355"
"2312","c1_6131"
"2313","c1_6136"
"2314","c2_19432"
"2315","c2_19437"
"2316","c1_9428"
"2317","c2_19076"
"2318","c2_55571"
"2319","c2_40084"
"2320","c2_989"
"2321","c2_41495"
"2322","c1_6905"
"2323","c2_2420"
"2324","c2_55008"
"2325","c1_10253"
"2326","c2_9216"
"2327","c2_7208"
"2328","c1_11562"
"2329","c2_43135"
"2330","c2_48013"
"2331","c2_4230"
"2332","c2_53718"
"2333","c2_29283"
"2334","c2_3063"
"2335","c1_1591"
"2336","c2_57767"
"2337","c2_14839"
"2338","c1_12877"
"2339","c2_28012"
"2340","c2_36021"
"2341","c2_41381"
"2342","c2_45061"
"2343","c2_23717"
"2344","c2_48128"
"2345","c2_41124"
"2346","c2_50182"
"2347","c2_4197"
"2348","c2_17922"
"2349","c2_2748"
"2350","c1_11475"
"2351","c2_36068"
"2352","c2_35698"
"2353","c2_29850"
"2354","c2_37185"
"2355","c2_1263"
"2356","c1_16513"
"2357","c2_17795"
"2358","c1_5580"
"2359","c2_17061"
"2360","c2_34776"
"2361","c2_51478"
"2362","c2_33019"
"2363","c1_7404"
"2364","c1_7871"
"2365","c2_11725"
"2366","c2_47313"
"2367","c2_55718"
"2368","c1_836"
"2369","c1_2116"
"2370","c1_7412"
"2371","c2_30957"
"2372","c2_36466"
"2373","c2_4156"
"2374","c2_41534"
"2375","c2_14623"
"2376","c2_27806"
"2377","c2_5775"
"2378","c2_33495"
"2379","c2_48694"
"2380","c2_42461"
"2381","c1_14249"
"2382","c1_16651"
"2383","c2_54365"
"2384","c2_53205"
"2385","c2_45461"
"2386","c2_8167"
"2387","c2_51234"
"2388","c2_33543"
"2389","c2_43607"
"2390","c2_1102"
"2391","c1_11998"
"2392","c2_40775"
"2393","c2_58373"
"2394","c1_16351"
"2395","c2_17928"
"2396","c2_55285"
"2397","c1_3141"
"2398","c1_8237"
"2399","c2_49838"
"2400","c2_17914"
"2401","c1_16382"
"2402","c2_14491"
"2403","c1_16148"
"2404","c2_32413"
"2405","c2_50302"
"2406","c2_6612"
"2407","c2_41376"
"2408","c2_2591"
"2409","c1_14813"
"2410","c2_36781"
"2411","c1_9652"
"2412","c2_54306"
"2413","c1_11237"
"2414","c1_13911"
"2415","c1_6994"
"2416","c1_5100"
"2417","c2_15829"
"2418","c2_51533"
"2419","c1_15260"
"2420","c1_512"
"2421","c2_48073"
"2422","c2_48074"
"2423","c2_41446"
"2424","c1_13515"
"2425","c2_3683"
"2426","c2_31472"
"2427","c1_4192"
"2428","c2_44958"
"2429","c2_2423"
"2430","c1_10479"
"2431","c2_15929"
"2432","c2_6617"
"2433","c2_24266"
"2434","c2_37249"
"2435","c2_50878"
"2436","c2_53298"
"2437","c2_7401"
"2438","c2_45023"
"2439","c2_1724"
"2440","c2_49938"
"2441","c2_58326"
"2442","c2_27270"
"2443","c1_4622"
"2444","c1_13626"
"2445","c2_35059"
"2446","c2_34459"
"2447","c2_32519"
"2448","c2_26797"
"2449","c2_3108"
"2450","c2_8270"
"2451","c2_11303"
"2452","c1_6546"
"2453","c2_14939"
"2454","c2_27827"
"2455","c2_32082"
"2456","c2_13594"
"2457","c2_4705"
"2458","c2_10087"
"2459","c2_11758"
"2460","c2_41725"
"2461","c1_16515"
"2462","c2_43984"
"2463","c1_1470"
"2464","c2_18526"
"2465","c1_15612"
"2466","c2_45570"
"2467","c2_26842"
"2468","c1_1219"
"2469","c2_33314"
"2470","c2_52055"
"2471","c1_16222"
"2472","c1_5145"
"2473","c1_16194"
"2474","c2_20259"
"2475","c2_23921"
"2476","c2_40765"
"2477","c2_24115"
"2478","c1_516"
"2479","c1_6138"
"2480","c1_6142"
"2481","c1_8766"
"2482","c2_19427"
"2483","c2_19940"
"2484","c2_19951"
"2485","c2_2826"
"2486","c2_2850"
"2487","c2_29280"
"2488","c2_29286"
"2489","c2_29478"
"2490","c2_29494"
"2491","c2_29498"
"2492","c2_34565"
"2493","c2_42290"
"2494","c2_47923"
"2495","c2_53180"
"2496","c2_57588"
"2497","c2_5915"
"2498","c2_8169"
"2499","c2_14580"
"2500","c2_35693"
"2501","c2_9416"
"2502","c2_4438"
"2503","c1_1127"
"2504","c2_5151"
"2505","c2_5152"
"2506","c2_45239"
"2507","c2_26790"
"2508","c2_26796"
"2509","c2_26801"
"2510","c2_56256"
"2511","c2_48194"
"2512","c1_805"
"2513","c1_823"
"2514","c2_4214"
"2515","c1_8631"
"2516","c1_11275"
"2517","c2_57421"
"2518","c1_3687"
"2519","c1_5287"
"2520","c2_44820"
"2521","c1_10054"
"2522","c1_16696"
"2523","c2_27771"
"2524","c2_27773"
"2525","c2_29304"
"2526","c2_5934"
"2527","c2_984"
"2528","c1_13172"
"2529","c1_6252"
"2530","c2_34109"
"2531","c2_34110"
"2532","c2_32334"
"2533","c2_42328"
"2534","c1_6130"
"2535","c2_19426"
"2536","c2_19431"
"2537","c2_57589"
"2538","c2_17932"
"2539","c2_10688"
"2540","c2_10692"
"2541","c1_7082"
"2542","c1_10668"
"2543","c2_21041"
"2544","c2_50802"
"2545","c1_15755"
"2546","c1_10714"
"2547","c2_38404"
"2548","c2_10683"
"2549","c2_22466"
"2550","c1_4873"
"2551","c2_38283"
"2552","c2_55553"
"2553","c2_36151"
"2554","c2_41875"
"2555","c2_4702"
"2556","c2_15529"
"2557","c2_44249"
"2558","c2_20506"
"2559","c2_24534"
"2560","c1_3241"
"2561","c2_45625"
"2562","c1_14801"
"2563","c1_9565"
"2564","c2_28789"
"2565","c2_32440"
"2566","c2_46171"
"2567","c2_52390"
"2568","c1_15658"
"2569","c2_23669"
"2570","c2_53037"
"2571","c2_25212"
"2572","c2_24229"
"2573","c1_274"
"2574","c2_14690"
"2575","c2_15337"
"2576","c2_16847"
"2577","c2_16993"
"2578","c2_22040"
"2579","c2_57354"
"2580","c2_2871"
"2581","c1_594"
"2582","c2_28636"
"2583","c2_52436"
"2584","c2_15333"
"2585","c1_10358"
"2586","c2_56594"
"2587","c2_40112"
"2588","c2_47663"
"2589","c2_10797"
"2590","c2_53914"
"2591","c1_432"
"2592","c2_21915"
"2593","c2_51791"
"2594","c1_7520"
"2595","c2_30961"
"2596","c2_49885"
"2597","c2_47510"
"2598","c2_56250"
"2599","c1_5567"
"2600","c2_8508"
"2601","c2_8515"
"2602","c2_50283"
"2603","c2_15331"
"2604","c2_50179"
"2605","c2_53946"
"2606","c2_11584"
"2607","c2_32954"
"2608","c1_1053"
"2609","c2_38197"
"2610","c2_33563"
"2611","c2_52477"
"2612","c2_48483"
"2613","c2_942"
"2614","c1_16079"
"2615","c2_12780"
"2616","c2_35686"
"2617","c2_15341"
"2618","c2_56309"
"2619","c2_36780"
"2620","c2_4706"
"2621","c2_8650"
"2622","c2_53682"
"2623","c2_5769"
"2624","c2_53684"
"2625","c2_14589"
"2626","c1_5113"
"2627","c1_5115"
"2628","c2_48929"
"2629","c2_45811"
"2630","c2_33774"
"2631","c1_7568"
"2632","c1_7570"
"2633","c1_7571"
"2634","c2_9498"
"2635","c2_34940"
"2636","c2_55113"
"2637","c2_55621"
"2638","c2_12405"
"2639","c2_38787"
"2640","c2_50324"
"2641","c2_17531"
