Prefix,HCL_component,Models,Traits,Heritability
CPBrote,L,BA,CPBrote.L,0.768522564353566
CPBrote,L,BA,CPBrote.L,0.765284650891348
CPBrote,L,BA,CPBrote.L,0.749049352292889
CPBrote,L,BA,CPBrote.L,0.738195207818903
CPBrote,L,BA,CPBrote.L,0.749893091663522
CPBrote,L,BA,CPBrote.L,0.756468043760239
CPBrote,L,BA,CPBrote.L,0.737565031176596
CPBrote,L,BA,CPBrote.L,0.776769545452505
CPBrote,L,BA,CPBrote.L,0.75778276592078
CPBrote,L,BA,CPBrote.L,0.754832661136924
CPBrote,L,BA,CPBrote.L,0.763086758829326
CPBrote,L,BA,CPBrote.L,0.752895950344838
CPBrote,L,BA,CPBrote.L,0.776530772176651
CPBrote,L,BA,CPBrote.L,0.774143854266804
CPBrote,L,BA,CPBrote.L,0.778880269875096
CPBrote,L,BA,CPBrote.L,0.796965737465803
CPBrote,L,BA,CPBrote.L,0.764471143582136
CPBrote,L,BA,CPBrote.L,0.754312138915929
CPBrote,L,BA,CPBrote.L,0.773045540625663
CPBrote,L,BA,CPBrote.L,0.795292303312702
CPBrote,L,BA,CPBrote.L,0.789639385452046
CPBrote,L,BA,CPBrote.L,0.795009261014463
CPBrote,L,BA,CPBrote.L,0.780803009156574
CPBrote,L,BA,CPBrote.L,0.781204005826304
CPBrote,L,BA,CPBrote.L,0.793075097307461
CPBrote,L,BA,CPBrote.L,0.791088499902057
CPBrote,L,BA,CPBrote.L,0.799583372826289
CPBrote,L,BA,CPBrote.L,0.775268871437439
CPBrote,L,BA,CPBrote.L,0.790325524854182
CPBrote,L,BA,CPBrote.L,0.76310001513131
CPBrote,L,BA,CPBrote.L,0.796782916421314
CPBrote,L,BA,CPBrote.L,0.795833887082097
CPBrote,L,BA,CPBrote.L,0.771375233985139
CPBrote,L,BA,CPBrote.L,0.779214277351966
CPBrote,L,BA,CPBrote.L,0.798435415452997
CPBrote,L,BA,CPBrote.L,0.772029575132912
CPBrote,L,BA,CPBrote.L,0.799959667371699
CPBrote,L,BA,CPBrote.L,0.786341982370797
CPBrote,L,BA,CPBrote.L,0.799572751135873
CPBrote,L,BA,CPBrote.L,0.790654240508123
CPBrote,L,BA,CPBrote.L,0.794600401492105
CPBrote,L,BA,CPBrote.L,0.769496817856618
CPBrote,L,BA,CPBrote.L,0.790872901605484
CPBrote,L,BA,CPBrote.L,0.778826672852419
CPBrote,L,BA,CPBrote.L,0.754475294562271
CPBrote,L,BA,CPBrote.L,0.77457516614709
CPBrote,L,BA,CPBrote.L,0.786370816573502
CPBrote,L,BA,CPBrote.L,0.771714259554548
CPBrote,L,BA,CPBrote.L,0.774724766602438
CPBrote,L,BA,CPBrote.L,0.759596639472852
CPBrote,L,BA,CPBrote.L,0.760848121884348
CPBrote,L,BA,CPBrote.L,0.754282461901105
CPBrote,L,BA,CPBrote.L,0.761723039228743
CPBrote,L,BA,CPBrote.L,0.780770486043139
CPBrote,L,BA,CPBrote.L,0.766786358855684
CPBrote,L,BA,CPBrote.L,0.790603503037437
CPBrote,L,BA,CPBrote.L,0.762727755960512
CPBrote,L,BA,CPBrote.L,0.763284237999484
CPBrote,L,BA,CPBrote.L,0.773449533533301
CPBrote,L,BA,CPBrote.L,0.777468510889989
CPBrote,L,BA,CPBrote.L,0.776580300864232
CPBrote,L,BA,CPBrote.L,0.762096832212973
CPBrote,L,BA,CPBrote.L,0.773899419437853
CPBrote,L,BA,CPBrote.L,0.771974511741844
CPBrote,L,BA,CPBrote.L,0.759695188849209
CPBrote,L,BA,CPBrote.L,0.737361200267697
CPBrote,L,BA,CPBrote.L,0.744829287677457
CPBrote,L,BA,CPBrote.L,0.729062950227394
CPBrote,L,BA,CPBrote.L,0.751392780778741
CPBrote,L,BA,CPBrote.L,0.746760795853987
CPBrote,L,BA,CPBrote.L,0.782751190912898
CPBrote,L,BA,CPBrote.L,0.768552278499205
CPBrote,L,BA,CPBrote.L,0.777912695938007
CPBrote,L,BA,CPBrote.L,0.761801650249653
CPBrote,L,BA,CPBrote.L,0.792053532733421
CPBrote,L,BA,CPBrote.L,0.786449624222616
CPBrote,L,BA,CPBrote.L,0.773025650856926
CPBrote,L,BA,CPBrote.L,0.810227932494236
CPBrote,L,BA,CPBrote.L,0.798104669056286
CPBrote,L,BA,CPBrote.L,0.777394289928262
CPBrote,L,BA,CPBrote.L,0.786312606887624
CPBrote,L,BA,CPBrote.L,0.799942284153648
CPBrote,L,BA,CPBrote.L,0.786312875855424
CPBrote,L,BA,CPBrote.L,0.798716877495837
CPBrote,L,BA,CPBrote.L,0.789495313927764
CPBrote,L,BA,CPBrote.L,0.80270028195118
CPBrote,L,BA,CPBrote.L,0.796247679896727
CPBrote,L,BA,CPBrote.L,0.8097522807504
CPBrote,L,BA,CPBrote.L,0.796415884696952
CPBrote,L,BA,CPBrote.L,0.783172349397889
CPBrote,L,BA,CPBrote.L,0.796892536807395
CPBrote,L,BA,CPBrote.L,0.80194890981464
CPBrote,L,BA,CPBrote.L,0.809032562851134
CPBrote,L,BA,CPBrote.L,0.7901241387466
CPBrote,L,BA,CPBrote.L,0.790332765174183
CPBrote,L,BA,CPBrote.L,0.806258419684365
CPBrote,L,BA,CPBrote.L,0.792861282142763
CPBrote,L,BA,CPBrote.L,0.781709662191996
CPBrote,L,BA,CPBrote.L,0.791744399726663
CPBrote,L,BA,CPBrote.L,0.78175413939535
CPBrote,L,BA,CPBrote.L,0.820394451088037
CPBrote,L,BA,CPBrote.L,0.820786989517784
CPBrote,L,BA,CPBrote.L,0.819433219805834
CPBrote,L,BA,CPBrote.L,0.828593392251203
CPBrote,L,BA,CPBrote.L,0.845854513514564
CPBrote,L,BA,CPBrote.L,0.809571824884652
CPBrote,L,BA,CPBrote.L,0.798559615112436
CPBrote,L,BA,CPBrote.L,0.798651945553098
CPBrote,L,BA,CPBrote.L,0.806274989798349
CPBrote,L,BA,CPBrote.L,0.806956848461734
CPBrote,L,BA,CPBrote.L,0.801030846616376
CPBrote,L,BA,CPBrote.L,0.785171326415798
CPBrote,L,BA,CPBrote.L,0.763172236194083
CPBrote,L,BA,CPBrote.L,0.763295916142398
CPBrote,L,BA,CPBrote.L,0.782430800252207
CPBrote,L,BA,CPBrote.L,0.763138158751385
CPBrote,L,BA,CPBrote.L,0.777569607264951
CPBrote,L,BA,CPBrote.L,0.741316799030038
CPBrote,L,BA,CPBrote.L,0.779729420640298
CPBrote,L,BA,CPBrote.L,0.776615466295364
CPBrote,L,BA,CPBrote.L,0.792985093579333
CPBrote,L,BA,CPBrote.L,0.779002523368297
CPBrote,L,BA,CPBrote.L,0.735784953814528
CPBrote,L,BA,CPBrote.L,0.778098738308674
CPBrote,L,BA,CPBrote.L,0.763305164269098
CPBrote,L,BA,CPBrote.L,0.766950197499262
CPBrote,L,BA,CPBrote.L,0.774062084659621
CPBrote,L,BA,CPBrote.L,0.778262337931554
CPBrote,L,BA,CPBrote.L,0.769671080051876
CPBrote,L,BA,CPBrote.L,0.766437802885806
CPBrote,L,BA,CPBrote.L,0.793799005077375
CPBrote,L,BA,CPBrote.L,0.760342675396736
CPBrote,L,BA,CPBrote.L,0.772221520252442
CPBrote,L,BA,CPBrote.L,0.775179598349278
CPBrote,L,BA,CPBrote.L,0.757223211600584
CPBrote,L,BA,CPBrote.L,0.764540987369392
CPBrote,L,BA,CPBrote.L,0.75380352581244
CPBrote,L,BA,CPBrote.L,0.776449158672624
CPBrote,L,BA,CPBrote.L,0.76039958728454
CPBrote,L,BA,CPBrote.L,0.775582313543522
CPBrote,L,BA,CPBrote.L,0.742737894926096
CPBrote,L,BA,CPBrote.L,0.755002453945538
CPBrote,L,BA,CPBrote.L,0.729135027813945
CPBrote,L,BA,CPBrote.L,0.755618156765228
CPBrote,L,BA,CPBrote.L,0.739529901020584
CPBrote,L,BA,CPBrote.L,0.75298849991541
CPBrote,L,BA,CPBrote.L,0.726487939467954
CPBrote,L,BA,CPBrote.L,0.760655500400669
CPBrote,L,BA,CPBrote.L,0.746493028326253
CPBrote,L,BA,CPBrote.L,0.712474669272722
CPBrote,L,BA,CPBrote.L,0.703297818243423
CPBrote,L,BA,CPBrote.L,0.713323804530117
CPBrote,L,BA,CPBrote.L,0.717935130279253
CPBrote,L,BA,CPBrote.L,0.712458856965901
CPBrote,L,BA,CPBrote.L,0.710723433509596
CPBrote,L,BA,CPBrote.L,0.708425458546449
CPBrote,L,BA,CPBrote.L,0.744034580788358
CPBrote,L,BA,CPBrote.L,0.745200596045831
CPBrote,L,BA,CPBrote.L,0.735704398938544
CPBrote,L,BA,CPBrote.L,0.721622800861321
CPBrote,L,BA,CPBrote.L,0.739804761360923
CPBrote,L,BA,CPBrote.L,0.761091207419002
CPBrote,L,BA,CPBrote.L,0.748575508205711
CPBrote,L,BA,CPBrote.L,0.738737364852949
CPBrote,L,BA,CPBrote.L,0.751189885533794
CPBrote,L,BA,CPBrote.L,0.716900142302487
CPBrote,L,BA,CPBrote.L,0.730095390938141
CPBrote,L,BA,CPBrote.L,0.736103189424343
CPBrote,L,BA,CPBrote.L,0.731946022153962
CPBrote,L,BA,CPBrote.L,0.745184516996746
CPBrote,L,BA,CPBrote.L,0.738663021890557
CPBrote,L,BA,CPBrote.L,0.715905250757298
CPBrote,L,BA,CPBrote.L,0.723995995398179
CPBrote,L,BA,CPBrote.L,0.717777243358211
CPBrote,L,BA,CPBrote.L,0.756834717038953
CPBrote,L,BA,CPBrote.L,0.741699882974102
CPBrote,L,BA,CPBrote.L,0.723275010974249
CPBrote,L,BA,CPBrote.L,0.700720260997331
CPBrote,L,BA,CPBrote.L,0.724288880984727
CPBrote,L,BA,CPBrote.L,0.704719887108605
CPBrote,L,BA,CPBrote.L,0.747058052963099
CPBrote,L,BA,CPBrote.L,0.741920623558038
CPBrote,L,BA,CPBrote.L,0.723714298957842
CPBrote,L,BA,CPBrote.L,0.693270817674517
CPBrote,L,BA,CPBrote.L,0.703728543230182
CPBrote,L,BA,CPBrote.L,0.707728284892238
CPBrote,L,BA,CPBrote.L,0.701313953249811
CPBrote,L,BA,CPBrote.L,0.707241047970572
CPBrote,L,BA,CPBrote.L,0.709727475771511
CPBrote,L,BA,CPBrote.L,0.699111481150875
CPBrote,L,BA,CPBrote.L,0.684771542917028
CPBrote,L,BA,CPBrote.L,0.682923329392896
CPBrote,L,BA,CPBrote.L,0.699352026944208
CPBrote,L,BA,CPBrote.L,0.713974155737099
CPBrote,L,BA,CPBrote.L,0.715636028716963
CPBrote,L,BA,CPBrote.L,0.721129291571443
CPBrote,L,BA,CPBrote.L,0.744761353061891
CPBrote,L,BA,CPBrote.L,0.729142476471924
CPBrote,L,BA,CPBrote.L,0.765782599496466
CPBrote,L,BA,CPBrote.L,0.76186691370513
CPBrote,L,BA,CPBrote.L,0.744133557199758
CPBrote,L,BA,CPBrote.L,0.733526217519825
CPBrote,L,BA,CPBrote.L,0.723392517130599
CPBrote,L,BA,CPBrote.L,0.731376418403997
CPBrote,L,BA,CPBrote.L,0.735591542047438
CPBrote,L,BA,CPBrote.L,0.767065342492183
CPBrote,L,BA,CPBrote.L,0.763541538990513
CPBrote,L,BA,CPBrote.L,0.772049448504267
CPBrote,L,BA,CPBrote.L,0.729203144955527
CPBrote,L,BA,CPBrote.L,0.782553446019288
CPBrote,L,BA,CPBrote.L,0.760611346214215
CPBrote,L,BA,CPBrote.L,0.758479483802259
CPBrote,L,BA,CPBrote.L,0.77671566773298
CPBrote,L,BA,CPBrote.L,0.74379763988576
CPBrote,L,BA,CPBrote.L,0.743333642309752
CPBrote,L,BA,CPBrote.L,0.744861688795291
CPBrote,L,BA,CPBrote.L,0.709268892575559
CPBrote,L,BA,CPBrote.L,0.768385450792424
CPBrote,L,BA,CPBrote.L,0.733256893760763
CPBrote,L,BA,CPBrote.L,0.723513656812252
CPBrote,L,BA,CPBrote.L,0.73142946386938
CPBrote,L,BA,CPBrote.L,0.735396837069798
CPBrote,L,BA,CPBrote.L,0.749611191808832
CPBrote,L,BA,CPBrote.L,0.732380275384001
CPBrote,L,BA,CPBrote.L,0.745853502386428
CPBrote,L,BA,CPBrote.L,0.748285088897165
CPBrote,L,BA,CPBrote.L,0.719539791932144
CPBrote,L,BA,CPBrote.L,0.732782699202035
CPBrote,L,BA,CPBrote.L,0.742531190379239
CPBrote,L,BA,CPBrote.L,0.741358430719985
CPBrote,L,BA,CPBrote.L,0.69605265721889
CPBrote,L,BA,CPBrote.L,0.708860456683893
CPBrote,L,BA,CPBrote.L,0.704405075992554
CPBrote,L,BA,CPBrote.L,0.732262060076041
CPBrote,L,BA,CPBrote.L,0.734759721420018
CPBrote,L,BA,CPBrote.L,0.733881828468304
CPBrote,L,BA,CPBrote.L,0.755071076371115
CPBrote,L,BA,CPBrote.L,0.753439436335015
CPBrote,L,BA,CPBrote.L,0.740825291551909
CPBrote,L,BA,CPBrote.L,0.754258196717819
CPBrote,L,BA,CPBrote.L,0.737096096075062
CPBrote,L,BA,CPBrote.L,0.715000728902766
CPBrote,L,BA,CPBrote.L,0.740731014565715
CPBrote,L,BA,CPBrote.L,0.721254334530471
CPBrote,L,BA,CPBrote.L,0.714633047603452
CPBrote,L,BA,CPBrote.L,0.719941971127581
CPBrote,L,BA,CPBrote.L,0.690944692545867
CPBrote,L,BA,CPBrote.L,0.705040689444973
CPBrote,L,BA,CPBrote.L,0.667316982739405
CPBrote,L,BA,CPBrote.L,0.673104798585585
CPBrote,L,BA,CPBrote.L,0.659337015061649
CPBrote,L,BA,CPBrote.L,0.640680066522264
CPBrote,L,BA,CPBrote.L,0.691037531288035
CPBrote,L,BA,CPBrote.L,0.689382211961702
CPBrote,L,BA,CPBrote.L,0.707239712586807
CPBrote,L,BA,CPBrote.L,0.734934983252021
CPBrote,L,BA,CPBrote.L,0.731635994618596
CPBrote,L,BA,CPBrote.L,0.717645624493745
CPBrote,L,BA,CPBrote.L,0.720180844260336
CPBrote,L,BA,CPBrote.L,0.727670705857264
CPBrote,L,BA,CPBrote.L,0.75564656988536
CPBrote,L,BA,CPBrote.L,0.728389754478131
CPBrote,L,BA,CPBrote.L,0.73279091329255
CPBrote,L,BA,CPBrote.L,0.701135052039132
CPBrote,L,BA,CPBrote.L,0.726970362804886
CPBrote,L,BA,CPBrote.L,0.704433644160816
CPBrote,L,BA,CPBrote.L,0.696459834141237
CPBrote,L,BA,CPBrote.L,0.698376667759477
CPBrote,L,BA,CPBrote.L,0.722916974531702
CPBrote,L,BA,CPBrote.L,0.684495419303361
CPBrote,L,BA,CPBrote.L,0.695272678093293
CPBrote,L,BA,CPBrote.L,0.736722705940511
CPBrote,L,BA,CPBrote.L,0.710025969388137
CPBrote,L,BA,CPBrote.L,0.670734382024175
CPBrote,L,BA,CPBrote.L,0.722463203541761
CPBrote,L,BA,CPBrote.L,0.72608052412525
CPBrote,L,BA,CPBrote.L,0.720734555441809
CPBrote,L,BA,CPBrote.L,0.714129286154997
CPBrote,L,BA,CPBrote.L,0.725419322486838
CPBrote,L,BA,CPBrote.L,0.707974899525362
CPBrote,L,BA,CPBrote.L,0.73099940013014
CPBrote,L,BA,CPBrote.L,0.72435161908754
CPBrote,L,BA,CPBrote.L,0.717308380501971
CPBrote,L,BA,CPBrote.L,0.691955766534265
CPBrote,L,BA,CPBrote.L,0.704743207425432
CPBrote,L,BA,CPBrote.L,0.726987607412662
CPBrote,L,BA,CPBrote.L,0.701862150731618
CPBrote,L,BA,CPBrote.L,0.712048546294028
CPBrote,L,BA,CPBrote.L,0.702441700986468
CPBrote,L,BA,CPBrote.L,0.699815887107548
CPBrote,L,BA,CPBrote.L,0.701353313568598
CPBrote,L,BA,CPBrote.L,0.688368468634754
CPBrote,L,BA,CPBrote.L,0.692643404940171
CPBrote,L,BA,CPBrote.L,0.661031135635237
CPBrote,L,BA,CPBrote.L,0.65785527642496
CPBrote,L,BA,CPBrote.L,0.675172561312297
CPBrote,L,BA,CPBrote.L,0.66873857704096
CPBrote,L,BA,CPBrote.L,0.677144377013116
CPBrote,L,BA,CPBrote.L,0.700091108861329
CPBrote,L,BA,CPBrote.L,0.676964142548562
CPBrote,L,BA,CPBrote.L,0.672736713291748
CPBrote,L,BA,CPBrote.L,0.677871234647438
CPBrote,L,BA,CPBrote.L,0.654587689749491
CPBrote,L,BA,CPBrote.L,0.647502940580072
CPBrote,L,BA,CPBrote.L,0.692372584763395
CPBrote,L,BA,CPBrote.L,0.661454419896883
CPBrote,L,BA,CPBrote.L,0.718119911369292
CPBrote,L,BA,CPBrote.L,0.680180116155658
CPBrote,L,BA,CPBrote.L,0.674471315547242
CPBrote,L,BA,CPBrote.L,0.679155596154282
CPBrote,L,BA,CPBrote.L,0.679009292301169
CPBrote,L,BA,CPBrote.L,0.68800971232579
CPBrote,L,BA,CPBrote.L,0.677149813467952
CPBrote,L,BA,CPBrote.L,0.668903410261186
CPBrote,L,BA,CPBrote.L,0.656724574622323
CPBrote,L,BA,CPBrote.L,0.647133808545162
CPBrote,L,BA,CPBrote.L,0.656403844604311
CPBrote,L,BA,CPBrote.L,0.659084595797515
CPBrote,L,BA,CPBrote.L,0.673061633869734
CPBrote,L,BA,CPBrote.L,0.669267027824775
CPBrote,L,BA,CPBrote.L,0.670849710845677
CPBrote,L,BA,CPBrote.L,0.643313080901233
CPBrote,L,BA,CPBrote.L,0.618989716909587
CPBrote,L,BA,CPBrote.L,0.630103433606174
CPBrote,L,BA,CPBrote.L,0.636459602453828
CPBrote,L,BA,CPBrote.L,0.659589118350663
CPBrote,L,BA,CPBrote.L,0.64916866304754
CPBrote,L,BA,CPBrote.L,0.654401722101518
CPBrote,L,BA,CPBrote.L,0.637988748014227
CPBrote,L,BA,CPBrote.L,0.660347228461965
CPBrote,L,BA,CPBrote.L,0.641271308516356
CPBrote,L,BA,CPBrote.L,0.667949986105741
CPBrote,L,BA,CPBrote.L,0.665943692675178
CPBrote,L,BA,CPBrote.L,0.661050687122285
CPBrote,L,BA,CPBrote.L,0.662249420520023
CPBrote,L,BA,CPBrote.L,0.654073694210525
CPBrote,L,BA,CPBrote.L,0.649370521588354
CPBrote,L,BA,CPBrote.L,0.62431957826122
CPBrote,L,BA,CPBrote.L,0.623995814682253
CPBrote,L,BA,CPBrote.L,0.689078257475995
CPBrote,L,BA,CPBrote.L,0.667455904356506
CPBrote,L,BA,CPBrote.L,0.682100267131126
CPBrote,L,BA,CPBrote.L,0.692271770291404
CPBrote,L,BA,CPBrote.L,0.731177952105618
CPBrote,L,BA,CPBrote.L,0.710183867455641
CPBrote,L,BA,CPBrote.L,0.753360366034062
CPBrote,L,BA,CPBrote.L,0.741204958789264
CPBrote,L,BA,CPBrote.L,0.730719950714141
CPBrote,L,BA,CPBrote.L,0.695994962745376
CPBrote,L,BA,CPBrote.L,0.746771074638268
CPBrote,L,BA,CPBrote.L,0.73539856436133
CPBrote,L,BA,CPBrote.L,0.729977591568584
CPBrote,L,BA,CPBrote.L,0.746092264742074
CPBrote,L,BA,CPBrote.L,0.735140466077663
CPBrote,L,BA,CPBrote.L,0.723211603557865
CPBrote,L,BA,CPBrote.L,0.741185269493706
CPBrote,L,BA,CPBrote.L,0.745456710883521
CPBrote,L,BA,CPBrote.L,0.75570799978001
CPBrote,L,BA,CPBrote.L,0.744445573836171
CPBrote,L,BA,CPBrote.L,0.775627275063239
CPBrote,L,BA,CPBrote.L,0.737945145707311
CPBrote,L,BA,CPBrote.L,0.770105422392034
CPBrote,L,BA,CPBrote.L,0.741167790854663
CPBrote,L,BA,CPBrote.L,0.773382795439147
CPBrote,L,BA,CPBrote.L,0.768167993182471
CPBrote,L,BA,CPBrote.L,0.752997556565878
CPBrote,L,BA,CPBrote.L,0.769928595976991
CPBrote,L,BA,CPBrote.L,0.751903184711633
CPBrote,L,BA,CPBrote.L,0.783565661117648
CPBrote,L,BA,CPBrote.L,0.785831259289192
CPBrote,L,BA,CPBrote.L,0.776110601439889
CPBrote,L,BA,CPBrote.L,0.754905485383573
CPBrote,L,BA,CPBrote.L,0.743828813456656
CPBrote,L,BA,CPBrote.L,0.743476476683489
CPBrote,L,BA,CPBrote.L,0.719170544582283
CPBrote,L,BA,CPBrote.L,0.738278386608735
CPBrote,L,BA,CPBrote.L,0.714096406147645
CPBrote,L,BA,CPBrote.L,0.73890901588341
CPBrote,L,BA,CPBrote.L,0.751938618464994
CPBrote,L,BA,CPBrote.L,0.716899995703947
CPBrote,L,BA,CPBrote.L,0.744232373900126
CPBrote,L,BA,CPBrote.L,0.757039584072138
CPBrote,L,BA,CPBrote.L,0.76625624093456
CPBrote,L,BA,CPBrote.L,0.753803453358586
CPBrote,L,BA,CPBrote.L,0.751049854272286
CPBrote,L,BA,CPBrote.L,0.754061674691789
CPBrote,L,BA,CPBrote.L,0.753713802124518
CPBrote,L,BA,CPBrote.L,0.777854401742584
CPBrote,L,BA,CPBrote.L,0.742685409697462
CPBrote,L,BA,CPBrote.L,0.741191217097703
CPBrote,L,BA,CPBrote.L,0.743287223653172
CPBrote,L,BA,CPBrote.L,0.753060753447041
CPBrote,L,BA,CPBrote.L,0.72937544259035
CPBrote,L,BA,CPBrote.L,0.76628830479194
CPBrote,L,BA,CPBrote.L,0.754256209879989
CPBrote,L,BA,CPBrote.L,0.772487480443317
CPBrote,L,BA,CPBrote.L,0.778196511699354
CPBrote,L,BA,CPBrote.L,0.764596302752683
CPBrote,L,BA,CPBrote.L,0.764946936040066
CPBrote,L,BA,CPBrote.L,0.74092560172819
CPBrote,L,BA,CPBrote.L,0.764496591365117
CPBrote,L,BA,CPBrote.L,0.753566677531883
CPBrote,L,BA,CPBrote.L,0.721155119473149
CPBrote,L,BA,CPBrote.L,0.725971651590091
CPBrote,L,BA,CPBrote.L,0.724409602814381
CPBrote,L,BA,CPBrote.L,0.736902288628268
CPBrote,L,BA,CPBrote.L,0.751550450332832
CPBrote,L,BA,CPBrote.L,0.751639342433765
CPBrote,L,BA,CPBrote.L,0.735929795979098
CPBrote,L,BA,CPBrote.L,0.747487851701732
CPBrote,L,BA,CPBrote.L,0.729953310131952
CPBrote,L,BA,CPBrote.L,0.730927496607742
CPBrote,L,BA,CPBrote.L,0.743248708586621
CPBrote,L,BA,CPBrote.L,0.759834688827949
CPBrote,L,BA,CPBrote.L,0.744525676713458
CPBrote,L,BA,CPBrote.L,0.754794934946666
CPBrote,L,BA,CPBrote.L,0.755300764717448
CPBrote,L,BA,CPBrote.L,0.745739297609234
CPBrote,L,BA,CPBrote.L,0.766138426600755
CPBrote,L,BA,CPBrote.L,0.744709525762447
CPBrote,L,BA,CPBrote.L,0.74503652655871
CPBrote,L,BA,CPBrote.L,0.71513636948929
CPBrote,L,BA,CPBrote.L,0.755209490843192
CPBrote,L,BA,CPBrote.L,0.771035907170105
CPBrote,L,BA,CPBrote.L,0.752699873318598
CPBrote,L,BA,CPBrote.L,0.720330503397058
CPBrote,L,BA,CPBrote.L,0.742055627571381
CPBrote,L,BA,CPBrote.L,0.737143566001365
CPBrote,L,BA,CPBrote.L,0.77242307194836
CPBrote,L,BA,CPBrote.L,0.736156826378279
CPBrote,L,BA,CPBrote.L,0.748549005904073
CPBrote,L,BA,CPBrote.L,0.758905771006461
CPBrote,L,BA,CPBrote.L,0.732181094330901
CPBrote,L,BA,CPBrote.L,0.726871116288051
CPBrote,L,BA,CPBrote.L,0.713686982055933
CPBrote,L,BA,CPBrote.L,0.693138669536007
CPBrote,L,BA,CPBrote.L,0.69937466836547
CPBrote,L,BA,CPBrote.L,0.715998008961611
CPBrote,L,BA,CPBrote.L,0.715828800184301
CPBrote,L,BA,CPBrote.L,0.698828683872404
CPBrote,L,BA,CPBrote.L,0.70619860482603
CPBrote,L,BA,CPBrote.L,0.752098252961412
CPBrote,L,BA,CPBrote.L,0.721004364524358
CPBrote,L,BA,CPBrote.L,0.745669657014228
CPBrote,L,BA,CPBrote.L,0.727011417791051
CPBrote,L,BA,CPBrote.L,0.755887651263987
CPBrote,L,BA,CPBrote.L,0.754575382167285
CPBrote,L,BA,CPBrote.L,0.754104496251588
CPBrote,L,BA,CPBrote.L,0.733732384587723
CPBrote,L,BA,CPBrote.L,0.747497984946716
CPBrote,L,BA,CPBrote.L,0.691349372570879
CPBrote,L,BA,CPBrote.L,0.708053365134103
CPBrote,L,BA,CPBrote.L,0.721533338478773
CPBrote,L,BA,CPBrote.L,0.720322842803347
CPBrote,L,BA,CPBrote.L,0.741775336706827
CPBrote,L,BA,CPBrote.L,0.72277933875387
CPBrote,L,BA,CPBrote.L,0.726635941053552
CPBrote,L,BA,CPBrote.L,0.723712294481615
CPBrote,L,BA,CPBrote.L,0.739023130422157
CPBrote,L,BA,CPBrote.L,0.724926321947174
CPBrote,L,BA,CPBrote.L,0.697744682819203
CPBrote,L,BA,CPBrote.L,0.708705974961453
CPBrote,L,BA,CPBrote.L,0.729391693487968
CPBrote,L,BA,CPBrote.L,0.736967803665681
CPBrote,L,BA,CPBrote.L,0.756784615464706
CPBrote,L,BA,CPBrote.L,0.735024238662103
CPBrote,L,BA,CPBrote.L,0.761722614550975
CPBrote,L,BA,CPBrote.L,0.748878937679374
CPBrote,L,BA,CPBrote.L,0.745210416766195
CPBrote,L,BA,CPBrote.L,0.724558721417836
CPBrote,L,BA,CPBrote.L,0.744017341311316
CPBrote,L,BA,CPBrote.L,0.711216005312329
CPBrote,L,BA,CPBrote.L,0.72922852380128
CPBrote,L,BA,CPBrote.L,0.744812161269933
CPBrote,L,BA,CPBrote.L,0.71451281806179
CPBrote,L,BA,CPBrote.L,0.71516673712481
CPBrote,L,BA,CPBrote.L,0.737800966499085
CPBrote,L,BA,CPBrote.L,0.758783855313358
CPBrote,L,BA,CPBrote.L,0.717262120002373
CPBrote,L,BA,CPBrote.L,0.744940586032688
CPBrote,L,BA,CPBrote.L,0.732645049604065
CPBrote,L,BA,CPBrote.L,0.748708783188122
CPBrote,L,BA,CPBrote.L,0.761659096546061
CPBrote,L,BA,CPBrote.L,0.741932628721183
CPBrote,L,BA,CPBrote.L,0.735247046856238
CPBrote,L,BA,CPBrote.L,0.742753169440167
CPBrote,L,BA,CPBrote.L,0.726434988504481
CPBrote,L,BA,CPBrote.L,0.724686268543904
CPBrote,L,BA,CPBrote.L,0.726109690291364
CPBrote,L,BA,CPBrote.L,0.729532368161858
CPBrote,L,BA,CPBrote.L,0.696837425353631
CPBrote,L,BA,CPBrote.L,0.709189173740818
CPBrote,L,BA,CPBrote.L,0.702722108028286
CPBrote,L,BA,CPBrote.L,0.733848367910903
CPBrote,L,BA,CPBrote.L,0.728487022291322
CPBrote,L,BA,CPBrote.L,0.723714570658818
CPBrote,L,BA,CPBrote.L,0.747864575152694
CPBrote,L,BA,CPBrote.L,0.762744435276631
CPBrote,L,BA,CPBrote.L,0.767768337588357
CPBrote,L,BA,CPBrote.L,0.746341320606571
CPBrote,L,BA,CPBrote.L,0.739403575869027
CPBrote,L,BA,CPBrote.L,0.726159500094619
CPBrote,L,BA,CPBrote.L,0.74083663060509
CPBrote,L,BA,CPBrote.L,0.751759970846744
CPBrote,L,BA,CPBrote.L,0.753730486027748
CPBrote,L,BA,CPBrote.L,0.697673486585685
CPBrote,L,BA,CPBrote.L,0.73287146455752
CPBrote,L,BA,CPBrote.L,0.754733406325247
CPBrote,L,BA,CPBrote.L,0.774830580766531
CPBrote,L,BA,CPBrote.L,0.746028703659656
CPBrote,L,BA,CPBrote.L,0.75907662559371
CPBrote,L,BA,CPBrote.L,0.768676670913955
CPBrote,L,BA,CPBrote.L,0.778930030289222
CPBrote,L,BA,CPBrote.L,0.756485810514143
CPBrote,L,BA,CPBrote.L,0.758828864962951
CPBrote,L,BA,CPBrote.L,0.769477220837668
CPBrote,L,BA,CPBrote.L,0.745476200664476
