SAMPLES,CBaya.C,CBaya.C.GEBV,CBaya.H,CBaya.H.GEBV,CBaya.L,CBaya.L.GEBV,CPBrote.C,CPBrote.C.GEBV,CPBrote.H,CPBrote.H.GEBV,CPBrote.L,CPBrote.L.GEBV,CPFlor.C,CPFlor.C.GEBV,CPFlor.H,CPFlor.H.GEBV,CPFlor.L,CPFlor.L.GEBV,CPTuber.C,CPTuber.C.GEBV,CPTuber.H,CPTuber.H.GEBV,CPTuber.L,CPTuber.L.GEBV,CPulpa.C,CPulpa.C.GEBV,CPulpa.H,CPulpa.H.GEBV,CPulpa.L,CPulpa.L.GEBV,CSBrote.C,CSBrote.C.GEBV,CSBrote.H,CSBrote.H.GEBV,CSBrote.L,CSBrote.L.GEBV,CSPulpa.C,CSPulpa.C.GEBV,CSPulpa.H,CSPulpa.H.GEBV,CSPulpa.L,CSPulpa.L.GEBV,CSTuber.C,CSTuber.C.GEBV,CSTuber.H,CSTuber.H.GEBV,CSTuber.L,CSTuber.L.GEBV,CTallo.C,CTallo.C.GEBV,CTallo.H,CTallo.H.GEBV,CTallo.L,CTallo.L.GEBV
15061377,46.373,44,116.476,117,58.328,54,23.688,58,308.961,336,30.397,48,44.51249,45,312.148,305,52.86,52,34.637,47,67.245,85,53.74,76,17.315,26,82.287,94,85.824,84,6.084,4,231.842,41,95.034,94,33.36987,38,338.163,324,37.072,41,33.809,37,112.908,18,46.729,42,41.453,44,125.307,117,53.243,54
15061633,43.105,44,118.187,117,58.717,54,38.696,40,317.353,309,46.203,43,43.39115,57,297.991,317,52.836,49,33.732,36,106.253,83,55.708,79,14.704,6,78.588,71,87.914,92,5.951,4,176.768,41,94.366,94,32.82081,28,306.273,345,37.568,30,34.584,36,96.4,83,59.645,79,39.215,16,138.394,359,51.139,28
15061702,47.771,28,115.213,115,56.589,50,23.642,28,313.792,306,33.828,27,45.17329,55,312.93,327,47.113,43,10.175,42,292.202,0,32.529,45,17.133,18,86.009,90,84.957,84,6.941,7,263.941,318,94.141,96,37.01202,22,334.352,344,38.296,30,36.125,36,98.467,83,78.133,79,20.671,6,174.834,23,34.52,28
15061614,43.454,44,117.428,117,55.59,54,33.143,33,314.372,324,40.958,31,49.14048,49,318.568,320,49.076,54,29.071,28,303.414,22,45.637,39,6.122,6,67.706,71,91.551,92,6.223,7,244.971,318,95.496,96,34.42451,36,288.372,346,32.907,42,28.894,30,112.683,83,79.733,82,40.162,44,117.335,117,52.091,54
15061368,48.155,59,116.933,106,68.376,69,21.383,20,310.144,307,32.276,26,43.46713,45,308.233,305,55.035,52,14.72,24,344.088,40,29.936,53,15.1,26,84.052,94,86.275,84,6.841,7,208.399,318,93.243,96,32.55148,28,342.439,344,35.399,27,34.576,16,75.397,359,72.469,28,42.264,44,142.335,117,52.775,54
15061520,43.725,28,118.129,115,64.559,50,22.854,38,313.654,334,35.742,43,54.74887,58,316.613,322,44.565,43,44.123,28,110.321,22,71.678,39,11.222,35,80.561,93,89.797,82,6.314,4,164.009,41,93.626,94,29.57952,22,318.623,345,32.387,30,37.232,41,77.376,86,42.246,80,22.191,44,256.27,117,33.114,54
15060082,46.151,26,116.723,116,54.982,44,27.021,20,313.205,307,39.561,26,50.2477,39,315.32,321,48.105,36,39.517,42,97.48,96,76.478,80,9.966,6,81.033,71,90.14,92,6.972,4,238.976,41,93.747,94,30.43985,36,314.684,344,33.823,30,34.398,22,143.539,344,34.145,27,22.532,44,263.065,117,33.274,54
15061656,45.119,45,119.006,128,58.782,58,38.088,42,319.854,316,33.654,41,46.35963,36,296.779,309,52.74,66,33.4,36,109.085,346,55.254,42,14.046,6,81.64,71,88.171,92,5.706,5,235.582,344,95.549,95,31.28999,33,299.531,324,36.729,27,35.776,26,69.49,80,60.434,82,39.028,38,147.302,132,50.402,53
15061331,46.563,44,117.114,117,60.053,54,32.604,34,306.875,316,39.082,33,44.93897,43,301.859,320,54.331,53,28.867,35,115.273,53,48.738,60,16.859,6,83.789,71,86.523,92,6.934,7,212.493,318,93.344,96,32.6051,36,311.71,333,35.559,42,36.011,39,121.58,21,61.583,48,36.064,44,163.001,117,47.762,54
15061327,46.392,44,116.343,117,60.681,54,20.936,20,310.2,307,30.829,26,44.0813,40,312.012,326,53.344,63,32.18,37,50.687,12,50.249,41,13.962,6,82.212,71,87.054,92,6.064,7,233.724,318,95.088,96,33.43275,38,308.971,346,37.055,50,33.79,42,112.641,96,48.091,80,40.945,44,127.94,117,52.836,54
15062074,46.531,44,117.059,117,65.909,54,21.414,20,309.712,307,30.933,26,46.81127,31,310.792,304,44.118,70,29.493,41,32.658,86,31.473,80,10.396,3,76.702,32,89.71,92,9.8,4,212.905,41,91.339,94,32.35206,33,333.386,344,36.758,27,34.892,26,107.334,342,78.196,50,41.601,44,145.556,117,52.533,54
15061300,46.892,32,115.818,112,68.243,58,36.379,28,309.639,306,39.455,27,51.15153,58,323.895,322,43.773,43,42.517,42,76.946,96,75.821,80,18.032,10,83.557,96,84.311,88,6.242,4,195.49,41,94.162,94,32.28912,36,343.131,346,32.277,27,30.601,11,150.593,328,40.505,30,16.528,44,264.102,117,29.552,54
15061776,42.775,44,115.845,117,53.138,54,45.571,26,322.757,314,45.96,33,48.99346,45,321.849,305,44.093,52,40.267,47,74.841,85,76.72,76,14.155,6,74.128,71,86.27,92,5.087,7,95.951,318,94.274,96,32.29344,36,338.861,344,36.192,42,37.237,29,51.122,17,46.601,50,39.117,44,128.855,117,51.578,54
15061462,46.546,45,114.954,115,67.515,72,29.032,45,308.827,302,33.278,48,44.05075,40,315.922,309,35.905,43,44.59,47,78.871,85,75.963,76,16.14,10,82.1,96,86.713,88,6.121,7,241.485,318,95.306,96,36.83159,36,341.837,333,34.908,27,30.374,22,150.085,344,35.119,27,40.792,44,159.641,117,51.93,54
15061302,46.954,48,116.409,118,54.459,66,35.372,28,309.501,306,34.787,27,47.20365,33,315.311,324,47.122,31,12.603,11,130.746,328,31.197,30,14.661,26,86.26,94,88.008,84,6.588,4,238.133,41,93.712,94,32.22199,36,323.211,321,35.046,33,36.581,42,88.052,96,73.677,80,39.762,44,151.334,117,51.733,54
15061957,43.795,28,117.162,115,45.013,50,51.123,58,327.165,322,37.841,43,54.06559,41,310.221,314,46.551,67,35.466,32,28.065,14,43.151,38,16.878,6,84.174,71,85.589,92,6.496,7,216.552,318,94.136,96,33.28565,36,289.099,12,35.592,29,37.078,41,82.53,86,79.245,76,36.463,44,183.328,117,48.641,54
15061514,46.365,48,115.68,118,60.862,66,21.773,20,309.763,307,30.318,26,44.32633,36,311.297,309,53.247,66,32.296,37,57.666,18,51.812,42,17.432,18,82.296,90,84.707,84,6.062,7,230.94,318,95.044,96,33.39942,28,298.092,346,37.152,30,33.864,41,111.921,86,48.173,80,41.098,44,126.101,117,53.09,54
15060909,45.893,44,116.816,117,55.323,54,51.124,26,332.609,338,47.6,27,49.55668,43,322.991,319,50.647,61,40.612,35,60.077,93,70.798,82,12.648,6,79.353,71,87.796,92,5.464,4,168.408,41,94.822,94,31.30815,28,320.318,344,39.159,41,34.973,37,56.105,18,54.662,42,44.158,44,114.181,117,54.246,54
15062063,45.421,48,117.18,118,54.659,66,21.996,20,308.334,307,32.682,26,50.90325,39,323.253,321,43.581,36,26.749,19,31.022,5,31.465,27,15.375,18,83.671,90,85.658,84,5.653,4,194.181,41,94.826,94,34.08006,26,302.968,331,34.556,37,35.209,8,101.073,313,77.93,29,33.854,44,169.237,117,47.378,54
15060090,40.719,48,118.292,118,57.622,66,30.386,20,318.406,307,36.027,26,48.37164,60,323.64,332,54.509,41,31.106,36,128.823,346,56.878,42,7.983,5,68.988,52,90.321,94,5.329,7,196.118,318,94.708,95,31.99709,28,343.636,344,35.247,31,33.67,32,96.245,84,68.52,81,36.735,44,137.356,117,51.63,54
15061301,45.904,44,117.42,117,64.596,54,27.844,26,316.033,314,36.612,33,43.32722,58,312.521,322,56.232,43,40.591,32,33.839,14,51.204,38,17.164,18,84.641,90,85.518,84,6.99,47,191.723,352,92.535,36,33.18454,36,324.791,346,36.247,42,36.094,42,98.799,96,77.786,80,36.479,44,169.73,117,49.289,54
15061423,44.592,44,121.773,117,59.782,54,43.705,33,324.474,324,44.829,31,47.90988,49,316.634,320,54.054,54,33.355,29,40.278,17,39.315,35,8.755,6,74.893,71,89.736,92,5.6,4,148.114,41,94.34,94,34.66801,28,315.141,346,37.25,31,37.706,41,108.369,86,77.864,80,43.86,44,123.926,117,54.343,54
15061453,46.767,28,116.647,115,67.07,50,35.902,40,310.333,309,39.876,43,51.1779,58,323.362,322,43.879,43,40.206,8,70.648,313,75.31,29,18.67,18,83.558,90,84.31,84,6.259,4,194.961,41,94.114,94,32.3919,36,344.132,344,32.357,30,30.443,42,150.662,96,42.882,80,16.482,16,263.668,359,29.624,28
15060215,43.445,44,116.658,117,56.214,54,41.095,33,314.673,324,41.363,31,49.46243,57,320.651,327,48.713,45,28.991,36,243.431,85,44.158,35,5.543,6,67.953,71,91.731,92,6.181,7,246.463,318,95.433,95,34.60512,22,309.573,345,33.057,31,29.052,41,111.013,86,78.67,80,38.574,44,120.037,117,51.138,54
15062119,45.518,48,117.818,118,53.812,66,23.826,20,311.807,307,32.151,26,48.759,58,317.579,312,45.269,43,10.281,8,311.546,313,29.746,29,23.675,6,88.469,71,84.062,92,5.924,4,145.994,41,94.102,94,32.96633,36,316.174,346,35.301,42,37.397,35,93.696,83,77.402,75,29.616,16,175.976,359,41.904,28
15061537,44.134,50,118.973,115,56.789,71,23.125,39,309.71,308,31.246,54,13.87035,6,83.039,71,84.84,92,30.996,29,55.727,17,42.369,50,20.57,26,88.146,94,84.25,84,5.819,4,219.776,41,95.202,94,26.93537,28,333.127,345,31.055,27,33.198,30,89.359,83,71.128,82,38.762,44,144.469,117,50.178,54
15061667,46.651,43,116.958,124,65.16,62,21.053,20,307.549,307,28.422,26,44.75464,45,315.402,310,45.023,58,37.938,28,23.397,22,40.896,39,19.543,18,88.179,90,84.11,84,6.562,7,234.826,318,94.316,96,34.0823,33,343.663,346,34.078,41,34.864,25,71.119,17,77.501,75,27.546,16,178.47,359,44.139,28
15062123,46.281,44,113.571,117,68.528,54,23.277,20,308.434,307,29.879,26,50.71287,45,316.596,310,47.652,58,38.646,35,58.863,83,75.614,75,17.617,6,85.426,71,84.603,92,6.463,7,290.419,344,94.978,96,27.85146,33,261.094,344,37.817,42,33.732,37,50.132,18,45.878,42,43.696,44,118.216,117,54.157,54
15061710,40.756,59,116.181,106,57.684,69,21.987,20,308.533,307,29.119,26,48.86541,57,321.344,327,47.219,45,9.897,8,301.106,313,31.241,29,32.952,42,87.396,96,82.487,80,6.52,7,254.777,318,94.644,96,26.51471,28,337.931,345,29.721,30,35.173,36,75.054,85,73.607,74,21.818,16,261.35,359,35.084,28
15061258,44.189,44,118.059,117,54.691,54,33.911,20,309.698,307,41.737,26,47.81653,43,314.393,320,50.382,53,29.014,11,33.774,328,34.914,30,22.296,3,88.342,32,84.044,92,6.137,5,225.441,344,94.89,95,32.84123,23,244.609,333,35.411,29,33.082,41,110.842,86,75.472,80,17.199,16,319.105,359,28.898,28
15061443,42.9,50,115.949,115,52.26,71,44.021,53,322.274,344,45.59,57,48.75426,43,321.979,320,44.186,53,41.692,47,71.392,85,76.626,76,12.154,18,74.059,90,87.687,84,5.09,4,95.018,41,94.172,94,32.23325,33,337.708,344,36.298,41,37.174,39,50.716,17,47.86,43,39.367,44,127.802,117,51.745,54
15060050,40.749,28,113.527,115,61.148,50,29.844,57,318.098,327,35.714,45,49.04199,49,333.895,320,53.359,54,31.466,28,211.553,67,38.964,80,6.636,6,68.987,71,90.859,92,5.364,7,195.568,318,94.706,95,32.16205,33,334.216,346,35.347,42,33.578,34,96.474,8,80.782,34,37.636,44,135.329,117,52.19,54
15060110,44.885,44,116.522,117,54.983,54,22.083,20,309.327,307,30.242,26,50.61286,55,323.232,329,45.705,36,8.556,16,317.088,359,30.155,28,4.937,6,63.13,71,91.805,92,5.813,5,184.007,344,94.542,95,28.97194,22,330.492,344,30.245,27,37.512,47,101.975,85,78.274,76,14.832,16,250.572,359,28.998,28
15062053,44.36,38,118.413,132,57.906,53,42.106,45,327.861,330,41.524,52,49.75969,57,320.683,327,45.475,45,31.9,35,52.258,16,45.826,40,14.68,6,83.707,71,86.382,92,5.595,7,162.971,318,94.676,95,33.32779,28,311.692,344,36.95,30,35.973,41,90.716,86,71.041,80,43.141,44,125.79,117,53.88,54
15061764,46.663,48,116.45,118,65.295,66,23.323,20,310.138,307,32.174,26,11.81386,33,77.765,324,86.732,31,12.543,35,301.057,83,31.34,75,14.972,26,83.171,94,85.716,84,5.852,7,200.404,318,94.904,96,29.22612,33,341.125,344,30.609,43,36.347,16,111.641,3,77.565,30,38.895,44,145.834,117,51.438,54
15061799,46.893,28,115.361,115,61.148,50,23.162,20,312.356,307,36.727,26,51.40019,57,322.052,327,46.606,45,28.178,34,27.868,8,34.555,34,17.794,18,84.834,90,85.2,84,6.422,5,198.94,41,93.755,95,31.30935,33,220.176,331,33.691,30,33.127,8,106.918,313,58.875,29,27.233,16,237.614,359,38.147,28
