SAMPLES,CBaya.C,CBaya.C.GEBV,CBaya.H,CBaya.H.GEBV,CBaya.L,CBaya.L.GEBV,CPBrote.C,CPBrote.C.GEBV,CPBrote.H,CPBrote.H.GEBV,CPBrote.L,CPBrote.L.GEBV,CPFlor.C,CPFlor.C.GEBV,CPFlor.H,CPFlor.H.GEBV,CPFlor.L,CPFlor.L.GEBV,CPTuber.C,CPTuber.C.GEBV,CPTuber.H,CPTuber.H.GEBV,CPTuber.L,CPTuber.L.GEBV,CPulpa.C,CPulpa.C.GEBV,CPulpa.H,CPulpa.H.GEBV,CPulpa.L,CPulpa.L.GEBV,CSBrote.C,CSBrote.C.GEBV,CSBrote.H,CSBrote.H.GEBV,CSBrote.L,CSBrote.L.GEBV,CSPulpa.C,CSPulpa.C.GEBV,CSPulpa.H,CSPulpa.H.GEBV,CSPulpa.L,CSPulpa.L.GEBV,CSTuber.C,CSTuber.C.GEBV,CSTuber.H,CSTuber.H.GEBV,CSTuber.L,CSTuber.L.GEBV,CTallo.C,CTallo.C.GEBV,CTallo.H,CTallo.H.GEBV,CTallo.L,CTallo.L.GEBV
15061493,44.542,44,116.474,117,59.637,54,20.022,26,308.344,314,28.837,33,47.282,58,316.684,312,41.41,43,25.846,29,160.459,7,35.146,30,17.166,26,84.9607,94,84.406,84,5.921,7,232.21,318,95.279,95,29.584,36,340.03,316,32.394,27,37.149,41,83.352,86,66.175,80,20.447,44,258.793,117,32.889,54
15061296,45.215,48,116.779,118,60.981,66,28.257,26,315.012,314,33.857,33,48.546,49,319.381,320,50.032,54,44.639,8,90.267,313,41.53,29,17.071,26,84.32302,94,84.488,84,5.314,7,178.839,318,94.881,95,30.5,33,338.732,318,32.951,37,37.601,35,93.539,83,69.4,75,34.807,16,180.528,359,47.436,28
15061649,43.875,45,116.335,117,57.967,58,36.559,26,312.846,314,35.084,33,47.405,39,318.61,308,51.631,54,33.736,28,94.829,345,58.812,30,14.013,18,81.50829,90,87.982,84,5.588,7,199.044,318,94.946,96,31.969,33,337.862,331,33.995,30,34.682,35,61.207,83,54.053,75,39.826,44,163.919,117,50.619,54
15061307,44.18,44,116.425,117,59.139,54,26.921,28,307.669,306,29.17,27,49.368,43,316.14,319,48.729,61,12.623,16,219.948,3,43.084,30,15.681,18,83.0058,90,84.463,84,5.902,4,224.187,41,94.951,94,31.394,36,336.894,324,33.897,27,35.201,35,90.258,93,72.406,82,25.552,16,241.118,359,35.756,28
15062133,44.537,44,116.468,117,59.622,54,22.337,20,308.431,307,28.705,26,47.289,58,316.656,322,41.531,43,24.395,29,161.588,17,34.574,35,16.023,6,85.06857,71,84.648,92,5.928,7,233.932,318,95.284,96,29.541,33,340.045,316,32.426,27,37.158,37,76.923,83,66.92,76,19.799,6,263.303,23,32.264,28
15062350,44.971,44,116.728,117,60.021,54,26.207,40,309.911,308,30.626,38,47.77,49,320.603,320,42.425,54,9.999,16,200.597,3,37.649,30,13.468,26,85.36487,94,86.77,84,5.591,7,202.367,318,95.03,96,30.422,33,335.895,324,32.191,37,38.306,35,86.693,83,70.271,75,40.134,44,146.252,117,51.909,54
15061338,44.395,48,116.712,118,59.406,66,24.05,20,308.222,307,30.577,26,50.768,49,321.319,320,45.788,54,14.635,8,174.743,313,34.723,29,5.555,6,75.60245,71,91.674,92,5.403,7,180.483,318,94.894,96,28.927,23,338.265,333,30.935,29,38.91,35,88.712,83,74.333,75,16.37,16,257.014,359,30.145,28
15060027,44.452,44,116.605,117,59.151,54,23.808,20,308.029,307,30.524,26,47.934,39,321.397,321,45.486,36,14.618,29,123.945,17,41.317,35,8.374,6,80.14941,71,91.423,92,5.445,7,184.102,318,94.937,95,30.151,38,338.657,324,33.172,27,36.983,35,48.69,83,54.407,75,21.469,16,267.096,359,33.171,28
15061011,44.961,44,116.358,117,60.873,54,23.11,26,309.694,302,28.568,27,43.78,58,312.053,312,53.699,43,31.91,42,86.692,96,49.822,80,16.815,26,83.33617,94,84.748,84,5.747,7,221.384,318,95.079,95,31.421,22,332.756,344,32.704,27,36.081,33,81.212,40,62.34,43,41.724,44,124.455,117,53.099,54
15061795,44.845,38,116.563,115,60.592,50,23.395,26,309.471,314,27.057,33,51.075,58,320.544,322,44.446,43,9.324,11,246.586,328,34.215,30,29.953,35,85.16808,93,80.894,82,5.88,7,221.644,318,95.118,96,29.734,22,340.629,344,31.683,27,37.806,42,83.489,85,74.515,80,19.407,16,298.109,359,30.513,28
15062358,44.869,45,116.914,117,59.37,58,21.556,55,319.521,329,35.464,36,52.564,58,323.93,322,44.951,43,12.856,11,227.86,318,39.472,28,13,18,85.32983,90,85.239,84,5.504,4,197.499,41,94.943,94,30.022,11,340.05,346,33.7,29,36.72,47,80.628,85,69.832,76,15.844,16,190.23,359,31.457,28
15061216,44.19,48,116.522,118,59.054,66,36.529,40,318.688,308,35.051,38,47.132,49,318.747,319,45.318,57,32.976,11,127.367,328,54.077,30,13.863,18,80.09336,90,88.472,84,5.902,7,219.089,318,95.05,96,31.687,33,337.87,346,33.894,43,35.636,32,65.564,84,71.536,81,36.019,44,189.614,117,47.158,54
15061300,45.711,38,116.611,112,61.895,58,37.282,28,309.643,306,41.955,27,50.284,58,320.975,322,45.337,43,42.824,42,85.656,96,62.704,80,18.468,10,86.1037,96,84.404,88,5.507,4,186.864,41,94.942,94,29.48,28,340.078,346,32.254,42,37.339,41,43.168,33,50.498,30,16.614,44,282.713,117,29.317,54
15061462,45.203,45,116.299,115,61.755,72,31.351,45,307.112,302,32.237,48,46.383,40,318.258,309,37.718,43,44.475,47,114.128,85,60.531,76,15.934,10,83.9863,96,84.925,88,5.964,7,225.006,318,95.172,96,30.902,36,335.924,324,33.544,50,33.854,22,43.578,41,55.525,27,41.99,44,154.079,117,52.553,54
15061516,45.123,48,116.59,118,61.403,66,50.647,47,328.693,346,39.423,36,52.752,60,323.063,332,43.291,41,34.429,32,59.883,14,46.421,38,14.176,5,84.03295,52,85.302,94,6.078,5,235.995,344,95.261,95,30.832,22,338.687,344,33.403,30,35.061,33,76.466,74,66.968,73,26.732,16,229.046,359,41.548,28
15061394,43.773,48,116.004,118,59.741,66,22.559,20,309.333,307,31.966,26,50.92,39,319.964,321,47.828,43,29.399,26,108.089,342,47.571,50,22.244,26,89.76526,94,84.286,84,5.76,7,203.332,318,94.998,96,30.504,22,333.788,345,31.546,27,32.997,19,76.84,41,70.649,60,41.291,44,121.527,117,53.235,54
15061453,45.701,38,116.612,115,61.796,50,36.484,40,309.995,309,42.157,43,50.238,58,320.957,322,45.602,43,40.221,8,83.609,313,62.626,29,18.905,18,86.07958,90,84.543,84,5.504,4,186.956,41,94.94,94,29.469,28,340.157,346,32.288,31,37.324,42,44.118,96,50.359,80,16.599,16,282.924,359,29.241,28
15062123,44.103,44,115.528,117,63.741,54,21.25,20,307.878,307,28.863,26,50.378,45,320.074,310,48.236,58,39.826,35,87.433,83,72.365,75,17.218,6,85.14981,71,84.429,92,5.505,4,208.483,41,94.94,94,29.895,22,335.427,342,32.033,30,34.628,37,35.86,33,50.215,42,43.893,44,114.257,117,53.869,54
15060110,44.385,44,116.714,117,59.34,54,22.263,20,307.689,307,30.18,26,50.639,55,321.326,329,45.927,36,9.621,16,176,359,34.562,28,4.94,6,75.6038,71,91.818,92,5.4,5,180.31,344,94.893,95,28.902,22,338.229,334,30.927,31,38.909,47,90.274,85,74.16,76,16.194,16,260.853,359,29.795,28
15061964,43.765,44,115.997,117,59.719,54,22.885,20,309.59,307,32.057,26,50.884,49,320.007,312,48.086,43,30.571,29,108.163,17,47.148,50,22.043,18,89.74276,90,84.434,84,5.757,4,203.311,41,94.997,94,30.51,33,333.879,331,31.565,27,33.004,41,74.262,86,70.782,80,41.073,44,122.89,117,52.881,54
15061542,44.105,38,115.529,115,63.688,50,21.252,57,307.957,317,29.185,49,50.31,46,320.059,323,48.329,57,39.363,19,89.388,5,72.163,27,16.485,18,85.03941,90,84.783,84,5.516,7,208.857,318,94.942,95,29.926,37,335.376,344,32.053,41,34.639,41,36.019,86,50.293,80,43.907,44,114.135,117,53.951,54
15060570,43.952,44,116.233,117,57.971,54,36.86,58,311.728,322,39.503,43,46.665,39,318.953,319,45.611,42,32.88,47,117.639,85,60.707,76,12.783,26,78.06042,94,88.512,84,6.07,7,229.397,318,95.078,96,31.676,23,338.105,345,33.853,32,34.906,32,58.835,40,51.062,38,36.378,44,198.244,117,47.583,54
15061785,44.813,38,116.467,115,60.554,53,37.935,58,315.527,322,33.487,43,46.944,36,318.238,309,48.707,66,30.542,35,95.175,83,46.831,75,16.98,6,86.36114,71,86.216,92,6.348,7,267.938,318,95.312,96,31.106,36,335.774,318,33.165,42,35.142,29,68.009,41,57.595,50,41.345,44,129.942,117,52.809,54
15061766,44.111,48,115.529,118,63.742,66,21.173,20,307.732,307,29.064,26,50.226,58,319.937,312,48.555,33,39.224,47,90.269,85,72.111,76,16.455,18,84.72646,90,84.91,84,5.491,7,207.336,318,94.935,95,29.92,22,335.294,344,32.035,30,34.606,35,37.278,33,50.015,40,43.984,44,112.84,117,54.028,54
15060021,44.856,38,116.568,116,60.679,44,23.527,20,309.803,307,27.293,26,51.069,43,320.576,331,44.516,37,9.338,8,246.062,313,34.575,29,29.962,35,85.32353,93,80.909,82,5.868,7,221.168,318,95.117,95,29.711,22,340.661,344,31.667,27,37.811,32,83.585,41,74.277,43,19.206,16,301.714,359,30.322,28
15061364,44.521,48,116.728,116,58.509,76,24.355,26,308.474,314,30.311,33,48.451,58,320.821,322,43.839,43,25.503,29,84.238,7,36.231,30,17.641,18,86.00497,90,84.445,84,5.516,5,190.816,344,94.979,95,30.978,22,337.383,345,31.648,36,37.383,41,85.421,86,72.595,80,35.37,44,168.76,117,48.061,54
15060050,43.635,38,116.065,115,58.444,50,30.046,57,316.003,327,33.403,45,48.783,49,323.464,320,52.09,54,32.633,28,181.573,67,53.255,80,5.887,6,75.575,71,92.305,92,5.322,7,194.15,318,94.812,95,32.217,43,337.468,346,33.043,50,32.813,34,78.845,40,67.914,34,39.793,44,119.04,117,53.143,54
15061637,44.96,48,116.36,117,60.884,69,20.925,20,309.65,307,28.276,26,43.771,58,312.156,322,53.727,43,33.357,35,83.273,83,50.111,75,14.573,18,83.30903,90,84.585,84,5.748,7,221.047,318,95.077,96,31.468,22,332.597,344,32.706,27,36.085,33,81.397,41,62.614,43,41.97,38,121.614,132,53.481,53
15062369,44.017,44,116.294,117,58.165,54,55.487,58,334.258,336,37.482,48,47.372,58,318.389,312,46.445,43,30.82,28,67.582,21,48.407,34,8.485,18,77.26225,90,91.262,84,6.025,7,229.945,318,95.286,96,29.817,33,340.444,345,32.611,36,38.449,42,69.961,93,63.628,80,29.284,16,209.904,359,41.693,28
15061345,45.84,48,116.909,117,61.552,69,56.68,57,334.351,339,44.312,39,50.84,55,321.695,329,48.185,36,35.056,37,44.97,18,45.301,42,22.96,18,91.07167,90,84.35,84,5.701,4,208.762,41,95.015,94,31.259,37,340.648,344,33.856,43,38.899,35,83.394,83,71.536,75,43.717,44,119.574,117,53.993,54
15061966,44.212,44,116.339,117,60.422,54,28.99,20,311.916,307,34.906,26,46.671,58,318.312,312,46.868,43,28.165,8,141.379,313,46.41,29,12.591,18,78.37942,90,88.483,84,5.541,7,190.799,318,95.01,96,30.583,33,338.178,345,33.417,37,36.504,41,73.787,86,67.371,80,25.623,16,249.578,359,37.068,28
15061737,44.6,44,116.595,117,59.384,54,28.398,48,307.879,315,37.177,59,46.626,58,320.032,322,48.705,43,29.021,32,86.07,84,49.976,81,22.377,18,86.65594,90,84.621,84,5.356,7,184.548,318,94.906,96,30.549,36,337.289,346,33.916,42,35.472,19,76.629,41,62.534,27,17.412,16,308.256,359,28.973,28
15060112,44.531,38,116.724,116,58.483,44,23.718,20,308.465,307,30.201,26,48.443,58,320.853,318,43.808,41,25.431,29,83.418,7,36.344,30,17.935,18,86.15879,90,84.371,84,5.527,7,191.576,318,94.983,95,30.977,36,337.356,344,31.664,31,37.373,35,84.87,83,72.361,75,35.195,44,168.94,117,47.949,54
15061751,43.607,45,116.057,120,58.409,49,32.377,42,315.82,312,33.448,49,48.716,45,323.412,310,52.254,58,30.829,33,177.235,10,53.766,43,6.74,6,76.12639,71,91.068,92,5.324,4,194.419,41,94.809,94,32.212,30,337.533,344,33.051,27,32.733,37,73.712,74,68.077,74,40.049,43,120.104,124,53.021,62
15061567,44.681,48,116.488,118,61.584,66,34.755,57,311.407,339,33.532,39,48.818,40,318.825,326,47.391,63,30.943,47,138.395,85,54.368,76,14.473,26,78.84751,94,88.397,84,5.666,4,211.055,41,95.041,94,29.595,36,337.57,344,33.722,50,36.235,25,59.011,41,46.79,45,28.76,44,221.869,117,41.604,54
