"BASE","GSCORE","TRAIT","LGSCORE","TOOL","MODEL","GC","SNP","CHR","POS","P","SCORE","THRESHOLD","SIGNIFICANCE","ScoresRepl","ScoresSign","ScoreGC"
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_39847",4,49170272,0.37938340002652,0.420922,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_24",1,85668664,0.381691815181843,0.418287,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_12377",2,35334126,0.384057534027824,0.415604,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_40858",9,58867551,0.386222775067336,0.413162,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_11211",4,59858990,0.389793822647318,0.409165,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_3484",4,68859403,0.391266234624337,0.407528,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_34203",11,46398899,0.397245725417713,0.400941,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_55199",2,33572556,0.399936350155978,0.398009,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_39035",9,1064131,0.402260032276714,0.395493,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_34202",11,46398893,0.409006005548655,0.38827,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_4925",11,43031943,0.418551510133123,0.378251,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_32415",2,21642493,0.423416095212449,0.373233,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_14947",11,39858442,0.426037207565797,0.370552,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_42475",5,52353892,0.43053030632016,0.365996,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_2405",7,10251717,0.432832495728418,0.36368,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_44804",9,53326789,0.438072377042054,0.358454,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7622",5,489125,0.440481023624982,0.356073,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_38556",4,63682892,0.441170445180173,0.355394,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_14839",5,5638954,0.441536680521393,0.355033,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_32790",10,5988843,0.443045340166822,0.353552,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_23832",5,783100,0.443165706134734,0.353434,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7621",5,489095,0.443987272059436,0.352629,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7680",6,54682311,0.446539035796071,0.350141,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_13671",1,66548104,0.452714147360889,0.344176,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_43748",4,61552296,0.457515378362868,0.339594,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_35592",6,30107444,0.467188670051407,0.330508,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_21682",2,24387770,0.478841708944572,0.319808,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_13236",2,30080660,0.479004752150689,0.31966,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_7549",2,39073865,0.487483971717208,0.31204,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_10798",4,68309247,0.487627357991021,0.311912,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_7958",12,3837083,0.488172510288285,0.311427,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_54335",4,56277376,0.488302727321044,0.311311,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_4030",9,3433410,0.490542676970509,0.309323,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_5295",1,75994884,0.496912288037983,0.30372,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_46195",1,65753846,0.503705460299771,0.297823,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_40745",12,47362541,0.506029795771876,0.295824,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_36714",6,5921332,0.506665005459551,0.295279,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_54060",6,48580498,0.50696784209408,0.29502,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_45886",9,53718180,0.507384280662382,0.294663,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_449",9,18550286,0.51437184907564,0.288723,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_40831",10,46445283,0.522236875993343,0.282132,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_9695",2,21640872,0.526207753523448,0.278843,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_10461",7,50712754,0.527912449204236,0.277438,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_12786",9,52719060,0.53033727998331,0.275448,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_17900",2,34459045,0.530458767190447,0.275348,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_17899",2,34459132,0.530458767190447,0.275348,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_13349",4,67527515,0.532432401639064,0.273736,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_28665",10,60022055,0.532663478864956,0.273547,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_1514",9,29700506,0.535249693223951,0.271444,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_6185",11,4232240,0.541497934624728,0.266403,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7678",6,54726821,0.541542267687972,0.266368,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_46113",7,692528,0.545482989633722,0.263219,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_7040",6,53910471,0.545997731608265,0.262809,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c2_27003",9,59671840,0.547198299418713,0.261855,4.294025,FALSE,77,0,0.605
"CPBrote",0.519,"CPBrote.H",0.523,"TASSEL","additive",0.605,"c1_6748",4,62391020,0.55440932409404,0.256169,4.294025,FALSE,77,0,0.605
"CPBrote",0.938,"CPBrote.L",0.942,"GAPIT","additive",1.035,"c1_5936",11,28989434,3.63036289306436e-06,5.44005,4.896857,TRUE,51,1,0.965
"CPBrote",0.938,"CPBrote.L",0.942,"GAPIT","additive",1.035,"c1_5940",11,29258142,4.14696386428646e-06,5.38227,4.896857,TRUE,51,1,0.965
"CPBrote",0.938,"CPBrote.L",0.942,"GAPIT","additive",1.035,"c1_11237",11,13277951,4.78209002235405e-06,5.320382,4.896857,TRUE,51,1,0.965
"CPBrote",0.857,"CPBrote.L",0.86,"GWASpoly","additive",1.152,"c1_5940",11,29258142,2.18776162394955e-06,5.66,4.9,TRUE,51,1,0.848
"CPBrote",0.857,"CPBrote.L",0.86,"GWASpoly","additive",1.152,"c1_5936",11,28989434,2.39883291901949e-06,5.62,4.9,TRUE,51,1,0.848
"CPBrote",0.847,"CPBrote.L",0.856,"TASSEL","additive",1.206,"c2_49313",11,10087686,1.78314882868468e-05,4.748812,4.294025,TRUE,74,1,0.794
"CPBrote",0.843,"CPBrote.L",0.856,"TASSEL","additive",1.206,"c1_14763",8,48388972,2.56525600279128e-05,4.590869,4.294025,TRUE,71,1,0.794
"CPBrote",0.843,"CPBrote.L",0.856,"TASSEL","additive",1.206,"c2_51051",8,48748977,3.11885575765451e-05,4.506005,4.294025,TRUE,71,1,0.794
"CPBrote",0.843,"CPBrote.L",0.856,"TASSEL","additive",1.206,"c2_23828",5,782722,3.19387358432651e-05,4.495682,4.294025,TRUE,71,1,0.794
"CPBrote",0.843,"CPBrote.L",0.856,"TASSEL","additive",1.206,"c2_24556",12,59404785,3.930055662587e-05,4.405601,4.294025,TRUE,71,1,0.794
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_53521",1,12643802,0.0141448627682971,1.849401,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_53708",1,54264723,0.0389339873477423,1.409671,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_54811",1,52996601,0.0835011731436405,1.078307,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_36660",1,808325,0.0924794084239181,1.033955,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_40131",1,53444045,0.152983492202793,0.815355,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_54624",0,20391837,0.251151721289407,0.600064,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_21332",0,21225651,0.252673991138046,0.597439,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_4437",0,24387070,0.252673991138046,0.597439,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_6674",0,28132116,0.312510954263018,0.505135,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_52704",1,9095607,0.391174957871391,0.407629,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_49042",1,10922797,0.39650829441158,0.401748,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_27903",1,7192782,0.493559712553819,0.30666,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_8619",1,7252495,0.494339415367712,0.305975,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_45071",1,6103001,0.577080443881099,0.238764,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_48155",1,7834894,0.589333186078913,0.229639,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_10369",1,44964138,0.643266233807923,0.191609,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_36664",1,809153,0.728125900947437,0.137794,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_57678",0,50463795,0.888332717383666,0.051424,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_23713",0,389554,0.89271133059886,0.049289,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_54797",1,992483,0.901823696215772,0.044878,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_55012",1,5654532,0.939049070362128,0.027312,4.896857,FALSE,78,0,0.965
"CPBrote",0.772,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_686",1,14805485,0.953091233864463,0.020866,4.896857,FALSE,78,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_27961",12,55744163,0.00556187859105479,2.254778,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_14274",1,75053929,0.00713525876071732,2.14659,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_6869",3,41009095,0.00839328000024327,2.076068,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_41396",10,46825111,0.00859855136860433,2.065575,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_3894",1,72533658,0.0108138147135632,1.966021,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_44634",11,21124779,0.0110047300163054,1.958421,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_4978",11,25158648,0.0110047300163054,1.958421,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_31443",11,36343786,0.0184704280730429,1.733523,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_9695",2,21640872,0.0222627262047144,1.652422,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_4165",9,3915451,0.0264571681935593,1.577457,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_32400",2,21485979,0.0419041165563109,1.377743,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_40858",9,58867551,0.043257474791517,1.363939,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_6556",9,63031605,0.0444124956678526,1.352495,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_32790",10,5988843,0.0483457154852542,1.315642,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_12945",4,55649379,0.0523688723025461,1.280927,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_30361",11,35109336,0.0581788300675952,1.235235,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_16459",9,56104281,0.0582377946484224,1.234795,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_50394",2,33594764,0.0677965069403691,1.168793,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_35997",4,67871626,0.0688952240563727,1.161811,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_27003",9,59671840,0.0779813761056974,1.108009,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_7192",10,58252277,0.0780654338619899,1.107541,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_1514",9,29700506,0.0793074946685034,1.100686,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_33422",8,43959543,0.0794955181392531,1.099657,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_12953",4,66208806,0.0807844293835509,1.092672,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_12786",9,52719060,0.0831529260521404,1.080122,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_29767",10,57277910,0.0902686987427017,1.044463,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_4925",11,43031943,0.0927021930265777,1.03291,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_1092",10,2229320,0.0939027025694327,1.027322,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_23254",12,7260563,0.094146243987238,1.026197,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_2319",9,34137871,0.103080010827829,0.986826,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_1486",9,30657636,0.103080010827829,0.986826,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_1493",9,31891968,0.103080010827829,0.986826,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_680",9,36710610,0.103080010827829,0.986826,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_681",9,36710524,0.103080010827829,0.986826,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_513",7,37737782,0.10460782184426,0.980436,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_39450",4,61191297,0.10759939892155,0.96819,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_32415",2,21642493,0.112793665259547,0.947715,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_12720",7,54318643,0.116281628381737,0.934489,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_45256",10,59057591,0.117690756048245,0.929258,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_27268",2,42001161,0.125642806607301,0.900862,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_56726",8,54701702,0.125829730250466,0.900217,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_12802",9,54297084,0.12762601807698,0.894061,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_17896",2,34459585,0.129669876586542,0.887161,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_54589",13,39879940,0.134327442432155,0.871835,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_27271",2,42001715,0.135861668994924,0.866903,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_53273",11,10339933,0.138696258687016,0.857935,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_41541",2,30008536,0.141402162418494,0.849544,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_57257",3,52006963,0.142591639618388,0.845906,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_29282",8,21522650,0.142828187008141,0.845186,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_12955",4,66207542,0.143123438187441,0.844289,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_12957",4,66207413,0.143123438187441,0.844289,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_6758",4,62263846,0.143201436406487,0.844053,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_323",3,56043711,0.147501041280531,0.831205,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_44305",8,42730406,0.147702291095516,0.830613,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_16718",4,47529897,0.150117776473332,0.823568,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_28665",10,60022055,0.151828242802192,0.818647,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_44335",8,42832139,0.154562071207656,0.810897,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_164",3,58031464,0.154763736672225,0.810331,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_43736",4,61312752,0.161021346330777,0.793117,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_55124",9,29618178,0.162169646580912,0.79003,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_4030",9,3433410,0.162344577568866,0.789562,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_16274",9,48595830,0.162515633010268,0.789105,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_7430",2,28963745,0.165160852377782,0.782093,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_7658",11,7019700,0.166145035925085,0.779513,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_38556",4,63682892,0.168141290683941,0.774326,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_13236",2,30080660,0.168560722449715,0.773244,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_4803",1,87065450,0.169664781972446,0.770408,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_5656",1,71751985,0.175626410913961,0.75541,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_30297",11,44107450,0.175931145293506,0.754657,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_3867",1,72337680,0.181868283280498,0.740243,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_15530",10,56158687,0.184009412729729,0.73516,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_12958",4,66207275,0.18558021446236,0.731468,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_26296",7,2496733,0.187907238482978,0.726056,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_14839",5,5638954,0.188301182980885,0.725147,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_11356",4,58789793,0.188659350942154,0.724322,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_27863",6,35664111,0.191386127041587,0.71809,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_53998",9,57846815,0.197813467826831,0.703744,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_20333",3,47886232,0.203309114456648,0.691843,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_29981",9,62190862,0.203853324179026,0.690682,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_31359",4,41356423,0.204389424202004,0.689542,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c2_52053",5,20212269,0.211132881775645,0.675444,4.896857,FALSE,77,0,0.965
"CPBrote",0.771,"CPBrote.L",0.775,"GAPIT","additive",1.035,"c1_449",9,18550286,0.214537046975193,0.668498,4.896857,FALSE,77,0,0.965
